id,submitted_date,Gender,Race,Age,State,Segment,branch,model,SalePrice,Deposit,Tenure,GrossIncome,NetIncome,Commitment,Instalment,FinancingAmount,DSR,DI,iScore,MOF,Status
751,05/04/2021,Male,Malay,23,MLK,SRC,SS,Y-EGOSO,7300,730,24,5000,4500,0,329,6570,0,,0,0.9,reverted
752,05/04/2021,Female,Malay,27,PNG,IT,SUBANG,Y-Y15ZR,11690,2600,48,7400,6297,928,266,9090,0.1895,5103.88,0,0.7776,rejected
753,05/04/2021,Male,Malay,57,SGR,MNC,K.SELANGOR,Y-115Z(UE15),7610,770,36,2084,1320,180,247,6840,0.3235,893,0,0.8988,stockout
754,05/04/2021,Male,Malay,39,PHG,SRC,ONLINE SALES,Y-Y16ZR,13700,3000,36,3020.7,2475.05,0,387,10700,0,,0,0.781,rejected
755,06/04/2021,Male,Malay,42,NSN,MNC,KAPAR,H-RS150R TRICO,11070,1110,48,3356,2662,0,291,9960,0.1091,2371.5,0,0.8997,rejected
756,05/04/2021,Male,Malay,39,KTN,SRC,K.LAMA,Y-135LC AC,9270,930,36,3456.11,3129.96,0,302,8340,0,,0,0.8997,rejected
757,08/04/2021,Male,Malay,28,KTN,SRC,SRI KBGAN,H-RS150R TRICO,11070,1110,48,6329,5557,832,291,9960,0.202,4434.5,0,0.8997,approved
758,05/04/2021,Male,Malay,41,JHR,ENGI,SUBANG,H-RS150R TRICO,11070,1110,48,2750,2427.35,0,291,9960,0,,0,0.8997,rejected
759,05/04/2021,Male,Malay,45,SGR,SRC,ONLINE SALES,Y-Y16ZR,14100,3500,48,1815,1038,138,310,10600,0.4308,590.83,4,0.7518,archived
760,05/04/2021,Male,Malay,29,SWK,SRC,SA,H-RS150R TRICO,11070,1110,48,2300,1800,0,291,9960,0,,0,0.8997,cancelled
761,05/04/2021,Male,Malay,23,PHG,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,36,3498,2798,0,362,10000,0.1291,2436.89,0,0.8554,stockout
762,05/04/2021,Male,Malay,22,SGR,O&G,PANGLIMA,Y-115Z(UE15),7610,770,36,1398,1261,0,247,6840,0.1959,1014,0,0.8988,stockout
763,05/04/2021,Male,Malay,22,JHR,SRC,SA,Y-Y15ZR,11690,1690,48,1655,1504,0,292,10000,0.1939,1212.33,0,0.8554,rejected
764,05/04/2021,Female,Malay,28,JHR,EDU,S.UTAMA,Y-135LC AC,9270,930,48,1250,1099,0,244,8340,0.2213,855.75,0,0.8997,archived
765,05/04/2021,Female,Malay,28,JHR,EDU,S.UTAMA,Y-115Z(UE15),7610,1400,48,1250,1099,0,182,6210,0.1648,917.88,0,0.816,stockout
766,05/04/2021,Male,Malay,20,KTN,TRD,S.UTAMA,Y-135LC AC,9270,930,48,2362.78,1744.63,0,244,8340,0.1394,1501.38,0,0.8997,stockout
767,05/04/2021,Female,Malay,30,KTN,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,48,1313,1061,0,292,10000,0,,0,0.8554,rejected
768,05/04/2021,Male,Malay,32,KTN,BUID,ONLINE SALES,Y-135LC AC,9270,930,36,2300,2122,0,302,8340,0.1419,1820.83,0,0.8997,rejected
769,06/04/2021,Male,Malay,22,SGR,MNC,PANGLIMA,Y-135LC AC,9270,930,36,2067,1877,249,302,8340,0.2931,1326.83,0,0.8997,archived
770,05/04/2021,Male,Malay,40,SGR,HR,S.UTAMA,Y-NVXSG48,13500,1980,36,1910,1697,0,416,11520,0,,0,0.8533,rejected
771,05/04/2021,Male,Malay,20,KUL,F&B,SUBANG,Y-135LC AC,9270,2100,48,3213,3029,0,210,7170,0.069,2819.88,0,0.7735,rejected
772,05/04/2021,Male,Malay,50,PHG,MNC,PANGLIMA,H-RS150R TRICO,11070,1110,48,4228,3902,114,291,9960,0.1037,3497.5,0,0.8997,stockout
773,07/04/2021,Male,Malay,28,KUL,MNC,S.UTAMA,H-RS150RR,12070,6110,24,2498.52,2259.97,0,298,5960,0.1319,1961.97,0,0.4938,archived
774,05/04/2021,Female,Malay,52,PRK,SRC,S.UTAMA,Y-Y15ZR,11690,3191,36,1321,1154,0,307,8499,0.266,847.09,0,0.727,cancelled
775,05/04/2021,Male,Malay,20,SBH,SRC,SUBANG,Y-Y15ZR,11690,1690,48,2244,1995,0,292,10000,0.1462,1703.33,0,0.8554,reverted
776,07/04/2021,Male,Malay,28,MLK,OTH,K.SELANGOR,Y-Y16ZR,14600,2270,48,3382,2645,152,360,12330,0.1934,2133.38,0,0.8445,rejected
777,05/04/2021,Male,Malay,28,SGR,SRC,K.LAMA,Y-Y15ZR,11690,1690,48,1460.58,1124.43,0,292,10000,0,,0,0.8554,rejected
778,05/04/2021,Male,Malay,23,KUL,SRC,RAWANG,Y-Y16ZR,14600,5000,36,2470,1976,0,347,9600,0.1754,1629.33,0,0.6575,archived
779,05/04/2021,Male,Malay,26,SBH,SRC,RAWANG,Y-135LC AC,9270,930,48,1892,1615,0,244,8340,0.1506,1371.75,0,0.8997,stockout
780,05/04/2021,Male,Malay,26,KUL,SRC,K.LAMA,Y-135LC AC,9270,930,36,2100,1896,93,302,8340,0.2079,1501.83,0,0.8997,stockout
781,06/04/2021,Male,Malay,27,JHR,F&B,ONLINE SALES,H-RS150R TRICO,11070,1110,48,3200,2892,0,291,9960,0.1004,2601.5,0,0.8997,rejected
782,06/04/2021,Male,Malay,31,KTN,TRVL,SENTUL,Y-Y15ZR,11690,1690,48,1913,1235,0,292,10000,0.2362,943.33,0,0.8554,rejected
783,06/04/2021,Female,Malay,29,PHG,EDU,ONLINE SALES,Y-135LC AC,9270,930,48,1900,1648,805,244,8340,0.6361,599.75,0,0.8997,stockout
784,06/04/2021,Male,Malay,30,KUL,OTH,ONLINE SALES,Y-Y15ZR,11690,1690,48,2000,1800,0,292,10000,0,,4,0.8554,rejected
785,06/04/2021,Male,Malay,26,SGR,SRC,ONLINE SALES,Y-Y16ZR,14600,3500,36,2165.28,2094.33,0,401,11100,0,,0,0.7603,cancelled
786,06/04/2021,Male,Malay,27,SGR,TRD,T.PULAI,Y-135LC AC,9270,930,48,1826,1662,0,244,8340,0.1464,1418.75,0,0.8997,stockout
787,06/04/2021,Female,Malay,33,SGR,MNC,K.SELANGOR,Y-Y15ZR,11690,1690,48,2442.26,2055.11,0,292,10000,0,,0,0.8554,rejected
788,06/04/2021,Male,Malay,21,NSN,SRC,ONLINE SALES,Y-135LC SE,9720,1160,48,1410.17,1295.02,0,250,8560,0.1928,1045.35,0,0.8807,rejected
789,07/04/2021,Female,Indian,29,SGR,SRC,SUBANG,H-VARIO150,9750,980,24,2400,2139,263,439,8770,0.328,1437.5,0,0.8995,stockout
790,07/04/2021,Female,Indian,21,SGR,MNC,K.SELANGOR,Y-115Z(UE15),7610,770,36,1983,1837,0,247,6840,0.1345,1590,0,0.8988,rejected
791,06/04/2021,Male,Indian,23,SGR,MASS,R.PANJANG,H-RS150RR,12070,1210,48,2322.58,1945.13,0,317,10860,0,,0,0.8998,rejected
792,06/04/2021,Male,Indian,18,KUL,SRC,K.LAMA,Y-Y15ZR,11690,2000,36,1480.26,1337.41,0,350,9690,0.2616,987.49,0,0.8289,rejected
793,08/04/2021,Female,Malay,21,PHG,SRC,SA,H-WAVER125I,8350,840,36,1503,1355,0,272,7510,0.2001,1083.81,0,0.8994,rejected
794,06/04/2021,Male,Indian,29,SGR,MNC,R.PANJANG,Y-Y15ZR,11690,1690,36,2477,2296.05,0,362,10000,0,,0,0.8554,rejected
795,07/04/2021,Male,Malay,39,KTN,SRC,CHERAS,Y-Y16ZR,13700,5000,36,3300,2889.25,0,315,8700,0.1087,2575.08,0,0.635,stockout
796,06/04/2021,Female,Indian,23,KUL,SRC,RAWANG,H-DASHR152,8350,840,48,1242,1113,0,220,7510,0.1968,893.96,0,0.8994,rejected
797,06/04/2021,Female,Malay,35,SGR,MNC,T.PULAI,H-VARIO150,9750,2300,36,4064.61,3759.36,0,270,7450,0,,0,0.7641,rejected
798,06/04/2021,Female,Malay,41,PRK,SALE,MERU,H-DASHR152,8350,840,24,72566.67,58053.33,3595,376,7510,0.0684,54082.83,0,0.8994,stockout
799,06/04/2021,Male,Malay,25,PRK,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,36,1965,1572,0,362,10000,0.2297,1210.89,0,0.8554,rejected
800,06/04/2021,Male,Malay,19,SBH,SRC,ONLINE SALES,H-RS150RR,12070,1210,48,1926,1540,0,317,10860,0.2057,1223.25,0,0.8998,rejected
801,06/04/2021,Male,Malay,20,PHG,SRC,ONLINE SALES,Y-115Z(UE15),7610,770,36,1652.5,1509.88,0,247,6840,0,,0,0.8988,cancelled
802,08/04/2021,Male,Indian,40,SGR,BUID,MERU,Y-115Z(UE15),7610,770,36,2401,1920,0,247,6840,0.1286,1673,0,0.8988,stockout
803,06/04/2021,Male,Malay,40,PRK,OTH,SENTUL,Y-135LC AC,9670,970,48,1260,1003,0,254,8700,0.253,749.25,0,0.8997,rejected
804,06/04/2021,Male,Malay,18,SGR,MNC,R.PANJANG,Y-135LC AC,9270,930,36,2000,1600,0,302,8340,0,,0,0.8997,cancelled
805,08/04/2021,Male,Malay,31,KTN,TRVL,SENTUL,Y-Y15ZR,11690,1690,48,2000,1400,0,292,10000,0,,0,0.8554,stockout
806,06/04/2021,Male,Indian,29,SGR,SRC,RAWANG,Y-135LC AC,9270,930,48,3000,2800,0,244,8340,0,,0,0.8997,rejected
807,06/04/2021,Female,Malay,36,SBH,EDU,KAPAR,Y-Y15ZR,11690,1690,48,1386,1250.62,0,292,10000,0,,0,0.8554,reverted
808,06/04/2021,Male,Malay,22,TRG,MNC,T.PULAI,H-RS150RR,12070,1210,48,2105,1844,0,317,10860,0,,0,0.8998,cancelled
810,06/04/2021,Male,Malay,19,SGR,MNC,MERU,Y-115Z(UE15),7610,770,48,1450,1029,0,200,6840,0.1939,829.5,0,0.8988,rejected
811,07/04/2021,Female,Indian,21,SGR,MNC,PANGLIMA,Y-115Z(UE15),7610,770,36,1850,1850,0,247,6840,0.1335,1603,0,0.8988,rejected
812,06/04/2021,Male,Malay,20,SBH,MNC,MERU,Y-135LC AC,9270,930,48,1977.48,1617.83,0,244,8340,0,,0,0.8997,rejected
813,06/04/2021,Male,Malay,24,SGR,SRC,R.PANJANG,Y-135LC AC,9270,930,36,2500,2204,0,302,8340,0,,0,0.8997,rejected
814,06/04/2021,Male,Indian,35,PNG,SRC,RAWANG,Y-135LC AC,9270,930,48,2500,2400,0,244,8340,0,,0,0.8997,rejected
815,06/04/2021,Male,Malay,24,SGR,MNC,R.PANJANG,H-RS150R TRICO,11070,1110,48,2000,1700,0,291,9960,0,,0,0.8997,rejected
816,06/04/2021,Male,Indian,21,JHR,SRC,PUCHONG,Y-135LC AC,9670,970,36,1150,1013,0,315,8700,0,,0,0.8997,reverted
817,06/04/2021,Female,Malay,34,SGR,SRC,SS,Y-Y15ZR,11690,1690,36,2723,2517,1278,362,10000,0.6512,877.89,0,0.8554,stockout
818,06/04/2021,Male,Malay,57,SBH,OTH,PANGLIMA,Y-135LC AC,9270,930,36,2007,1417.04,0,302,8340,0,,0,0.8997,reverted
820,06/04/2021,Male,Chinese,32,SGR,SRC,K.LAMA,Y-Y16ZR,14600,2270,48,4494.64,4173.69,0,360,12330,0,,0,0.8445,rejected
821,06/04/2021,Male,Malay,39,KUL,SRC,K.LAMA,Y-Y16ZR,14600,2270,48,3122,2914,0,360,12330,0.1234,2554.38,0,0.8445,stockout
822,06/04/2021,Male,Malay,35,KTN,OTH,SS,Y-Y15ZR,11690,1690,36,3588,3373,167.7,362,10000,0.1568,2844.19,0,0.8554,stockout
823,06/04/2021,Male,Chinese,18,KTN,MNC,R.PANJANG,Y-Y15ZR,11690,1690,48,2220,2057,0,292,10000,0.1418,1765.33,0,0.8554,rejected
824,06/04/2021,Female,Malay,39,SBH,SRC,SS,Y-Y15ZR,11690,1690,36,2521.18,1837.33,0,362,10000,0,,0,0.8554,rejected
825,06/04/2021,Male,Malay,40,SGR,BUID,MERU,H-RS150R TRICO,11070,1110,48,3749,2639,0,291,9960,0,,0,0.8997,rejected
826,06/04/2021,Female,Malay,27,SGR,MNC,PANGLIMA,Y-EGOAV,7630,770,36,2472,2356,0,248,6860,0.1051,2108.28,0,0.8991,rejected
827,06/04/2021,Female,Malay,18,SGR,MNC,MERU,Y-135LC AC,9270,930,24,1570,1416,0,417,8340,0.2945,999,0,0.8997,rejected
828,06/04/2021,Male,Indian,39,PRK,SRC,RAWANG,Y-135LC AC,9270,930,36,2815,2656.05,0,302,8340,0,,0,0.8997,rejected
829,07/04/2021,Male,Indian,20,KUL,SRC,RAWANG,Y-135LC AC,9270,930,48,1041,926,0,244,8340,0.2627,682.75,0,0.8997,rejected
830,07/04/2021,Male,Malay,22,SGR,OTH,PANGLIMA,H-DASHR152,8350,840,48,2075,1875,0,220,7510,0.1168,1655.96,0,0.8994,rejected
831,07/04/2021,Male,Malay,42,TRG,OTH,T.PULAI,H-RS150R TRICO,11070,1110,48,4500,3999,0,291,9960,0,,0,0.8997,rejected
832,12/04/2021,Male,Indian,24,KUL,SRC,K.LAMA,Y-135LC AC,9270,930,48,1700,1535,0,244,8340,0.1585,1291.75,0,0.8997,rejected
833,07/04/2021,Male,Malay,27,KTN,MNC,KAPAR,H-RS150R TRICO,11070,1110,48,2000,1600,0,291,9960,0.1816,1309.5,0,0.8997,rejected
834,07/04/2021,Male,Malay,20,SGR,SRC,ONLINE SALES,H-RS150RR,12070,1210,48,1400,1120,0,317,10860,0.2828,803.25,0,0.8998,rejected
835,07/04/2021,Male,Malay,18,SGR,TRD,SENTOSA,Y-115Z(UE15),7610,770,48,831,466,0,200,6840,0.4281,266.5,0,0.8988,rejected
836,09/04/2021,Female,Indian,52,SGR,MNC,PANGLIMA,Y-115Z(UE15),7610,770,36,1371.52,1230.07,0,247,6840,0,,0,0.8988,rejected
837,07/04/2021,Female,Malay,18,PRK,SRC,SRI KBGAN,H-RS150R TRICO,11070,1110,48,2117,1930,0,291,9960,0.1505,1639.5,0,0.8997,rejected
838,07/04/2021,Male,Indian,20,SGR,SRC,PUCHONG,Y-115Z(UE15),8010,810,48,1900,1900,0,210,7200,0.1105,1690,0,0.8989,rejected
839,08/04/2021,Female,Malay,33,PHG,SRC,ONLINE SALES,Y-Y15ZR,11690,4000,48,2300,2100,0,225,7690,0,,0,0.6578,rejected
840,07/04/2021,Male,Malay,24,JHR,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,36,2320,2100,0,362,10000,0.172,1738.89,0,0.8554,rejected
841,07/04/2021,Male,Malay,27,KTN,ENGI,SENTUL,Y-Y15ZR,11690,1690,48,3246,3021,973,292,10000,0.4186,1756.33,0,0.8554,approved
842,08/04/2021,Male,Indian,21,SGR,MNC,T.PULAI,H-RS150R TRICO,11070,1110,48,3000,2800,0,291,9960,0,,0,0.8997,cancelled
843,30/04/2021,Male,Malay,20,MLK,TRD,PUCHONG,H-DASHRREPSOL,8550,860,48,1500,1200,0,225,7690,0.1869,975.71,0,0.8994,rejected
844,07/04/2021,Male,Malay,34,PHG,MNC,R.PANJANG,Y-Y16ZR,14600,2270,24,2684,2389,413,617,12330,0.4309,1359.5,0,0.8445,archived
845,07/04/2021,Male,Malay,41,KUL,SRC,ONLINE SALES,Y-135LC AC,9270,930,36,2750.96,2123.33,0,302,8340,0,,0,0.8997,rejected
846,07/04/2021,Male,Malay,24,SBH,SRC,ONLINE SALES,Y-115Z(UE15),7610,770,36,2802.5,2570.97,0,247,6840,0,,0,0.8988,rejected
847,07/04/2021,Male,Malay,18,PRK,MNC,S.BULOH,Y-135LC AC,9270,930,48,1322,1085,0,244,8340,0.2242,841.75,0,0.8997,rejected
849,07/04/2021,Male,Malay,30,MLK,SRC,K.LAMA,H-VARIO150R,9950,1000,48,3100,2737.65,938,262,8950,0.438,1538.61,0,0.8995,archived
850,07/04/2021,Male,Malay,48,SGR,MNC,K.SELANGOR,H-DASHR152,8350,840,36,2958.56,2181.23,0,272,7510,0,,0,0.8994,rejected
851,07/04/2021,Male,Malay,22,KTN,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,48,1600,1280,0,292,10000,0.2279,988.33,0,0.8554,rejected
852,08/04/2021,Female,Indian,30,KUL,SRC,ONLINE SALES,Y-135LC AC,9270,930,36,1350,1126,0,302,8340,0.2675,824.83,0,0.8997,stockout
853,07/04/2021,Male,Indian,25,PHG,TRD,ONLINE SALES,H-RS150RR,12070,1210,36,1560,1476,0,393,10860,0.2657,1083.83,0,0.8998,stockout
854,07/04/2021,Female,Malay,37,KUL,HR,K.SELANGOR,H-RS150RR,12070,3000,48,2000,1500,0,265,9070,0,,0,0.7514,rejected
855,07/04/2021,Female,Indian,29,SGR,MNC,K.SELANGOR,Y-135LC AC,9270,930,48,1602,1419,0,244,8340,0.1714,1175.75,0,0.8997,rejected
856,07/04/2021,Male,Malay,41,KUL,BUID,MERU,H-EX5NBC,6750,680,48,1120,1010.95,0,178,6070,0,,0,0.8993,rejected
857,07/04/2021,Male,Indian,18,SGR,MNC,K.SELANGOR,Y-115Z(UE15),7610,1200,24,1369,884,0,321,6410,0.3626,563.5,0,0.8423,rejected
858,07/04/2021,Male,Malay,23,KTN,MNC,R.PANJANG,Y-Y15ZR,11690,1690,36,1944,1784,31,362,10000,0.2198,1391.89,0,0.8554,rejected
859,07/04/2021,Female,Malay,27,PRK,MNC,SS,Y-EGOSO,7300,730,24,4612,4196,0,329,6570,0.0783,3867.5,0,0.9,rejected
860,07/04/2021,Male,Malay,32,SGR,SRC,MERU,H-DASHRREPSOL,8550,860,36,7904,7057.65,0,278,7690,0,,0,0.8994,rejected
861,07/04/2021,Female,Malay,20,SGR,MNC,MERU,Y-115Z(UE15),7610,770,24,2093,1968,0,342,6840,0.1738,1626,0,0.8988,rejected
862,07/04/2021,Male,Malay,20,SGR,MNC,S.UTAMA,Y-115Z(UE15),7610,1671,24,3000,2709,0,297,5939,0.1096,2412.05,0,0.7804,rejected
863,07/04/2021,Female,Malay,28,KTN,SRC,SUBANG,H-BEAT(ACH110),7500,750,48,2950,2360,1054,197,6750,0.53,1109.13,0,0.9,approved
864,07/04/2021,Female,Malay,23,SGR,MNC,KAPAR,Y-EGOAV,7630,770,36,2138,2100,0,248,6860,0,,0,0.8991,rejected
865,07/04/2021,Female,Malay,49,KTN,F&B,K.LAMA,Y-Y15ZR,11690,1690,48,2000,1800,0,292,10000,0,,0,0.8554,rejected
866,07/04/2021,Male,Malay,34,PHG,MNC,R.PANJANG,Y-Y16ZR,14600,4000,24,2684,2389,413,530,10600,0.3947,1446,0,0.726,archived
867,07/04/2021,Male,Malay,27,KUL,SRC,RAWANG,H-ADV150A2,15400,2170,48,2409.8,2258.95,348.2,386,13230,0.325,1524.88,0,0.8591,rejected
868,09/04/2021,Male,Malay,22,TRG,MNC,R.PANJANG,Y-Y15ZR,11690,1700,36,1512,1306,0,361,9990,0.2762,945.25,0,0.8546,rejected
869,16/04/2021,Male,Malay,20,PRK,TRD,SRI KBGAN,Y-115Z(UE15),7610,770,48,1280,1146,0,200,6840,0.1741,946.5,0,0.8988,rejected
870,07/04/2021,Male,Malay,34,KDH,SRC,ONLINE SALES,H-RS150RR,12070,1210,48,2400,2174.25,0,317,10860,0,,0,0.8998,rejected
871,07/04/2021,Male,Malay,21,NSN,SRC,ONLINE SALES,H-RS150RR,12070,1210,36,1911.35,1760.35,0,393,10860,0,,0,0.8998,rejected
872,08/04/2021,Female,Malay,38,PHG,SRC,ONLINE SALES,Y-115Z(UE15),7610,770,36,1250,1160,0,247,6840,0.2129,913,0,0.8988,stockout
873,08/04/2021,Male,Malay,28,TRG,SRC,ONLINE SALES,Y-115Z(UE15),7610,770,36,2388,2189,0,247,6840,0.1128,1942,0,0.8988,stockout
875,08/04/2021,Male,Malay,22,KUL,TRD,S.UTAMA,H-DASHRREPSOL,8550,860,36,1643,1476,0,278,7690,0.1881,1198.31,0,0.8994,stockout
876,08/04/2021,Male,Malay,28,PRK,OTH,ONLINE SALES,H-RS150R TRICO,11070,1110,48,2595,1822,0,291,9960,0.1594,1531.5,0,0.8997,stockout
877,08/04/2021,Male,Indian,44,KUL,TRVL,K.SELANGOR,H-DASHR152,8350,840,48,2000,1873,0,220,7510,0.1169,1653.96,0,0.8994,rejected
878,08/04/2021,Male,Malay,37,SGR,OTH,S.BULOH,H-VARIO150,9750,980,36,2200,1967,374,317,8770,0.3511,1276.31,0,0.8995,stockout
879,08/04/2021,Male,Malay,28,MLK,OTH,K.SELANGOR,Y-Y16ZR,14600,2270,48,3382,2645,0,360,12330,0,,0,0.8445,cancelled
880,08/04/2021,Male,Indian,49,SGR,EDU,KAPAR,Y-Y15ZR,11690,1690,36,3301.69,2956.58,0,362,10000,0,,0,0.8554,rejected
882,08/04/2021,Male,Malay,29,KTN,MNC,SS,Y-Y16ZR,14600,2270,48,1830.11,1186.85,0,360,12330,0,,0,0.8445,reverted
883,08/04/2021,Female,Malay,27,SGR,HR,T.PULAI,Y-115Z(UE15),7610,770,24,1650,1450,316,342,6840,0.4538,792,0,0.8988,archived
884,08/04/2021,Female,Malay,55,SGR,EDU,SS,Y-135LC AC,9270,930,48,7145,2930,1789,244,8340,0.6936,897.75,0,0.8997,archived
885,08/04/2021,Male,Malay,18,SGR,MNC,S.UTAMA,Y-Y15ZR,11690,5190,24,2625,1837,0,325,6500,0.1769,1512,0,0.556,rejected
886,08/04/2021,Male,Indian,24,SGR,EDU,KAPAR,Y-135LC AC,9270,930,48,2218.34,1931.29,0,244,8340,0,,0,0.8997,rejected
887,11/04/2021,Male,Malay,24,PRK,MNC,MERU,Y-EGOAV,7630,770,36,1695,1453.21,0,248,6860,0.1705,1205.49,0,0.8991,approved
888,08/04/2021,Female,Indian,23,KUL,HLTH,SENTUL,H-RS150R TRICO,11070,1110,48,1709.15,1513.8,0,291,9960,0,,0,0.8997,rejected
889,08/04/2021,Male,Malay,18,SGR,MNC,R.PANJANG,Y-135LC AC,9270,930,36,1333,1218,0,302,8340,0.2473,916.83,0,0.8997,approved
890,08/04/2021,Male,Malay,26,KUL,MNC,S.BULOH,Y-135LC AC,9270,1500,36,1337,1096,0,281,7770,0.256,815.42,0,0.8382,stockout
891,08/04/2021,Male,Malay,19,SGR,MNC,S.BULOH,H-RS150R TRICO,11070,1110,48,1845,1061.45,0,291,9960,0,,0,0.8997,rejected
892,08/04/2021,Male,Malay,23,SBH,SRC,ONLINE SALES,Y-Y15ZR,11690,2500,48,2146,2103,0,269,9190,0.1275,1834.96,0,0.7861,stockout
893,08/04/2021,Male,Indian,34,SGR,SRC,RAWANG,H-DASHRREPSOL,8550,860,48,2000,1860,0,225,7690,0,,0,0.8994,rejected
894,08/04/2021,Male,Malay,22,KTN,TRD,S.UTAMA,Y-Y15ZR,11690,1690,48,2105,1802,0,292,10000,0.1619,1510.33,0,0.8554,stockout
895,08/04/2021,Male,Malay,27,KTN,SRC,ONLINE SALES,Y-135LC AC,9270,930,48,1978,1736.35,0,244,8340,0,,0,0.8997,rejected
896,08/04/2021,Male,Malay,43,SGR,MNC,T.PULAI,Y-115Z(UE15),7610,770,48,30000,2800,0,200,6840,0,,0,0.8988,rejected
897,08/04/2021,Male,Malay,20,SBH,SRC,ONLINE SALES,H-RS150R TRICO,11070,1110,48,2503.5,2377.65,0,291,9960,0,,0,0.8997,rejected
898,08/04/2021,Female,Malay,21,PHG,TRD,S.UTAMA,Y-135LC AC,9270,930,48,1500,1309,0,244,8340,0.1858,1065.75,0,0.8997,rejected
899,08/04/2021,Male,Malay,19,SBH,SRC,S.BULOH,Y-135LC AC,9270,930,36,2570,2405,0,302,8340,0.1252,2103.83,0,0.8997,rejected
900,08/04/2021,Male,Malay,46,PHG,SRC,RAWANG,Y-115Z(UE15),7610,770,48,1842,1356,0,200,6840,0.1471,1156.5,0,0.8988,stockout
901,08/04/2021,Female,Malay,20,KDH,SRC,ONLINE SALES,Y-Y15ZR,11690,3191,36,2293,2141,0,307,8499,0.1433,1834.09,0,0.727,rejected
902,08/04/2021,Male,Malay,22,KUL,MNC,KAPAR,Y-Y15ZR,11690,1690,48,2200,2100,0,292,10000,0,,0,0.8554,rejected
903,12/04/2021,Female,Indian,51,SGR,IT,ONLINE SALES,Y-Y15ZR,11690,1690,36,1700,1160,146,362,10000,0.4372,652.89,0,0.8554,rejected
904,08/04/2021,Male,Malay,23,KTN,OTH,SENTUL,Y-Y15ZR,11690,1690,48,2049,1853,0,292,10000,0.1574,1561.33,0,0.8554,rejected
906,08/04/2021,Male,Malay,50,SGR,SRC,MERU,Y-115Z(UE15),7610,2000,36,5303,4242,0,203,5610,0.0478,4039.42,0,0.7372,stockout
907,08/04/2021,Female,Indian,24,SGR,TRD,ONLINE SALES,H-RS150RR,12070,1210,36,1760,1676,0,393,10860,0.234,1283.83,0,0.8998,archived
908,08/04/2021,Male,Malay,31,PHG,MNC,ONLINE SALES,Y-Y16ZR,14600,2270,48,2835,2560,0,360,12330,0,,0,0.8445,rejected
909,08/04/2021,Female,Malay,27,SGR,HR,T.PULAI,Y-115Z(UE15),7610,1600,24,1700,1501.45,0,301,6010,0,,0,0.7898,cancelled
910,08/04/2021,Male,Malay,47,PLS,F&B,MERU,Y-135LC SE,9720,1160,36,2000,2000,0,310,8560,0.1546,1690.89,0,0.8807,rejected
911,08/04/2021,Male,Malay,20,SGR,MNC,KAPAR,Y-EGOAV,7630,770,36,1791,1669,0,248,6860,0.1484,1421.28,0,0.8991,rejected
912,30/04/2021,Female,Malay,21,KUL,OTH,CHERAS,Y-135LC SE,9520,3000,36,1220,1110,0,236,6520,0,,0,0.6849,rejected
913,11/04/2021,Male,Malay,23,SGR,MNC,KAPAR,Y-115Z(UE15),7610,770,36,2012,1477,0,247,6840,0,,0,0.8988,rejected
914,08/04/2021,Male,Malay,20,SGR,SRC,ONLINE SALES,H-RS150R TRICO,11070,1110,48,1509,1309,0,291,9960,0.2219,1018.5,0,0.8997,rejected
915,08/04/2021,Male,Malay,25,PHG,SRC,S.BULOH,H-RS150R TRICO,11070,1110,48,2658,1800,0,291,9960,0.1614,1509.5,0,0.8997,stockout
916,08/04/2021,Male,Malay,38,SGR,TRD,ONLINE SALES,H-WAVEAL,6260,630,36,3812,3609,634,204,5630,0.232,2771.69,0,0.8994,stockout
917,08/04/2021,Male,Malay,19,KTN,SRC,ONLINE SALES,H-RS150R TRICO,11070,1110,48,1728,1261,0,291,9960,0.2304,970.5,0,0.8997,rejected
918,08/04/2021,Male,Chinese,31,PHG,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,48,4109,3693,2008,292,10000,0.6227,1393.33,0,0.8554,stockout
919,08/04/2021,Male,Malay,43,NSN,ENGI,SS,Y-Y15ZR,11690,3191,36,5000,4400,0,307,8499,0,,0,0.727,rejected
920,08/04/2021,Male,Malay,42,PHG,OTH,SUBANG,Y-EGOSO,7300,1331,24,5838,1680,803,299,5969,0.6556,578.55,0,0.8177,approved
921,08/04/2021,Male,Malay,21,SGR,MNC,R.PANJANG,Y-115Z(UE15),7610,770,36,2045,1863,0,247,6840,0.1326,1616,0,0.8988,rejected
923,08/04/2021,Female,Malay,27,SGR,HR,T.PULAI,Y-115Z(UE15),7610,1600,24,1650,1450,316,301,6010,0.4252,833.5,0,0.7898,stockout
924,18/04/2021,Male,Malay,29,SGR,MNC,S.UTAMA,Y-Y15ZR,11690,1690,48,2434,2430,0,292,10000,0,,0,0.8554,cancelled
925,08/04/2021,Male,Malay,29,SGR,SRC,K.LAMA,H-RS150RR,12070,1210,48,1800,1393,0,317,10860,0,,0,0.8998,rejected
927,09/04/2021,Male,Malay,54,NSN,OTH,CHERAS,Y-EGOAV,7630,1000,24,7298.57,5581.71,0,332,6630,0,,0,0.8689,rejected
