id,submitted_date,Gender,Race,Age,State,Segment,branch,model,SalePrice,Deposit,Tenure,GrossIncome,NetIncome,Commitment,Instalment,FinancingAmount,DSR,DI,iScore,MOF,Status
46,08/03/2021,Male,Malay,19,SGR,SRC,PUCHONG,Y-Y15ZR,11690,1169,48,1200,1083.55,0,307,10521,0,,0,0.9,rejected
47,06/03/2021,Male,Malay,39,PRK,SRC,PUCHONG,Y-135LC AC,9270,927,48,3877,3343.55,0,244,8343,0,,0,0.9,stockout
48,06/03/2021,Female,Malay,29,SBH,SRC,PUCHONG,H-VARIO150R,9950,1000,36,4840,4189.1,140,324,8950,0.1106,3725.91,0,0.8995,approved
49,08/03/2021,Female,Malay,21,NSN,SRC,PUCHONG,Y-135LC AC,9270,930,48,1338,1119.32,0,244,8340,0,,0,0.8997,rejected
50,10/03/2021,Female,Malay,24,NSN,SRC,PUCHONG,H-VARIO150R,9950,1000,48,1284.55,1167.8,0,262,8950,0.2235,906.76,0,0.8995,approved
51,15/03/2021,Male,Malay,18,KTN,TRD,PUCHONG,Y-135LC AC,9270,930,48,1700,1699,0,244,8340,0,,0,0.8997,rejected
52,14/03/2021,Female,Malay,26,SGR,GOODS,PUCHONG,Y-135LC AC,9270,927,48,2500,2240.85,0,244,8343,0,,0,0.9,reverted
53,14/03/2021,Male,Malay,35,KTN,SRC,PUCHONG,H-BEAT(ACH110),7500,750,48,3029,2377,0,197,6750,0,,0,0.9,stockout
54,14/03/2021,Female,Malay,41,SGR,MNC,PUCHONG,H-VARIO150R,9950,1000,48,3005,2789,0,262,8950,0,,0,0.8995,stockout
55,15/03/2021,Male,Malay,21,KDH,F&B,PUCHONG,Y-EGOAV,7630,1000,48,2008.43,1470.83,0,194,6630,0.1315,1277.46,0,0.8689,stockout
56,15/03/2021,Male,Malay,22,SGR,SRC,PUCHONG,H-RS150R TRICO,11070,1110,48,1400,1092.8,0,291,9960,0.2658,802.3,0,0.8997,rejected
57,15/03/2021,Male,Malay,19,PHG,F&B,PUCHONG,Y-135LC AC,9270,2000,36,1831.02,1677.37,0,263,7270,0.1565,1414.84,0,0.7843,archived
58,16/03/2021,Female,Malay,29,TRG,BKFN,SUBANG,H-WAVEAL,6260,630,36,1900,1716.05,403,204,5634,0.3534,1109.6,0,0.9,approved
59,16/03/2021,Male,Malay,43,PRK,SALE,S.BULOH,Y-135LC AC,9270,930,48,2548,2241.15,1702.85,244,8340,0.8683,295.05,0,0.8997,rejected
60,16/03/2021,Male,Malay,18,KUL,SRC,S.BULOH,Y-135LC AC,9270,930,48,1770,1055,0,244,8340,0.2306,811.75,0,0.8997,stockout
61,16/03/2021,Male,Malay,18,SGR,F&B,S.BULOH,Y-135LC AC,9270,927,48,1328.51,1234.22,0,244,8343,0.1972,990.88,0,0.9,rejected
62,22/03/2021,Female,Malay,48,KUL,MNC,S.BULOH,Y-MT15,15050,1505,48,2700,2384,0,396,13545,0,,0,0.9,rejected
63,18/03/2021,Male,Indian,38,KUL,TRD,PUCHONG,Y-135LC AC,9270,930,36,3330,2979.35,198,302,8340,0.1675,2480.18,0,0.8997,approved
64,17/03/2021,Male,Malay,19,PRK,OTH,S.BULOH,Y-Y15ZR,11690,1690,36,3540,3055,0,362,10000,0.1182,2693.89,0,0.8554,rejected
65,22/03/2021,Male,Malay,21,KTN,OTH,SUBANG,H-RS150RR,12070,1207,48,1300,1111.73,0,317,10863,0.285,794.89,0,0.9,stockout
66,17/03/2021,Female,Malay,24,KUL,HLTH,PUCHONG,Y-115Z(UE15),7610,770,48,2300,1303.9,0,200,6840,0.153,1104.4,0,0.8988,archived
67,17/03/2021,Female,Malay,21,KUL,TRD,PUCHONG,Y-EGOAV,7630,770,48,1255.5,1004.4,0,221,7553,0.2193,784.1,0,0.9899,approved
68,17/03/2021,Male,Malay,18,SGR,OTH,SUBANG,Y-Y15ZR,11690,1690,36,1688,1452,0,362,10000,0.2487,1090.89,0,0.8554,stockout
69,19/03/2021,Male,Malay,20,SWK,SRC,SUBANG,H-RS150R TRICO,11070,1110,36,2515.38,2389.53,0,360,9960,0.1505,2029.86,0,0.8997,stockout
70,17/03/2021,Male,Malay,26,KTN,ENGI,SUBANG,H-RS150R TRICO,11070,1107,36,2300,2158.75,115,360,9963,0.2199,1683.98,0,0.9,rejected
71,17/03/2021,Male,Malay,19,PRK,MNC,SUBANG,Y-Y15ZR,11690,1169,48,2046.6,1901.23,0,307,10521,0.1614,1594.37,0,0.9,archived
72,17/03/2021,Male,Malay,26,PHG,MNC,SUBANG,H-RS150RR,12070,1207,48,2548.72,2303.97,0,317,10863,0,,0,0.9,rejected
73,17/03/2021,Male,Malay,55,JHR,MNC,SUBANG,H-RS150RR,12070,1207,48,1865,1643,648,317,10863,0.5872,678.16,0,0.9,cancelled
74,17/03/2021,Male,Malay,21,SGR,MNC,PUCHONG,Y-Y15ZR,11690,1500,48,1500,1480.05,0,298,10190,0.2008,1182.84,0,0.8717,rejected
75,17/03/2021,Male,Indian,42,PRK,SRC,SUBANG,H-RS150R TRICO,11070,2300,48,4000,3090,0,256,8770,0.0828,2834.21,0,0.7922,rejected
76,17/03/2021,Male,Malay,32,KTN,OTH,SUBANG,Y-Y15ZR,11690,1169,48,2190.44,2109.99,471,307,10521,0.3687,1332.13,0,0.9,approved
77,17/03/2021,Male,Malay,41,TRG,MNC,SUBANG,H-VARIO150,9750,975,24,4684,4086.98,1530,439,8775,0.4817,2118.23,0,0.9,stockout
78,17/03/2021,Male,Malay,42,KUL,MNC,SUBANG,Y-Y15ZR,11690,1169,36,1300,1144.25,0,380,10521,0.332,764.33,0,0.9,rejected
79,17/03/2021,Male,Malay,35,KTN,HR,SUBANG,Y-135LC AC,9270,930,36,3200,2825,1102.99,302,8340,0.497,1420.84,7,0.8997,approved
80,17/03/2021,Male,Malay,39,KUL,SRC,SUBANG,H-DASHR152,8350,840,36,16900,13005.7,1050,272,7510,0.1016,11684.51,0,0.8994,stockout
81,18/03/2021,Male,Malay,36,NSN,ENGI,SUBANG,H-RS150RR,12070,1207,48,2700,2690,0,317,10863,0.1178,2373.16,0,0.9,rejected
82,22/03/2021,Male,Indian,43,SGR,SRC,SA,Y-135LC AC,9270,927,36,4240.66,3721.68,798,302,8343,0.2954,2622.41,0,0.9,archived
83,18/03/2021,Male,Malay,19,PRK,MNC,SUBANG,Y-Y15ZR,11690,1690,48,2046.6,1901.23,0,292,10000,0.1534,1609.56,0,0.8554,archived
84,19/03/2021,Male,Malay,35,JHR,MNC,ONLINE SALES,Y-135LC AC,9270,3300,24,2388.06,1802.61,0,299,5970,0,,0,0.644,rejected
85,22/03/2021,Male,Malay,22,SBH,MNC,SS,H-RS150RR,12070,1207,48,1700,1300,0,317,10863,0.2437,983.16,0,0.9,rejected
86,18/03/2021,Male,Malay,37,KUL,SRC,SUBANG,Y-135LC AC,9270,4000,24,5583.88,3339.76,395,264,5270,0.1972,2681.26,0,0.5685,approved
87,18/03/2021,Male,Malay,30,KTN,TRD,SS,Y-EGOSO,7300,730,36,3700,2960,0,238,6570,0.0802,2722.75,0,0.9,rejected
88,18/03/2021,Female,Malay,24,KUL,HLTH,PUCHONG,H-WAVER125I,7610,1500,48,2300,1303.9,0,179,6110,0.1367,1125.69,0,0.8029,archived
89,18/03/2021,Male,Malay,55,JHR,ECOM,SUBANG,H-RS150RR,12070,1210,48,1865,1643,648,317,10860,0.5872,678.25,0,0.8998,stockout
90,19/03/2021,Male,Malay,20,PHG,MNC,ONLINE SALES,Y-135LC AC,9270,930,36,1487.25,1144.6,0,302,8340,0.2631,843.43,0,0.8997,rejected
91,18/03/2021,Male,Malay,43,SBH,MASS,SUBANG,Y-135LC AC,9270,930,48,4004.23,3550.28,952,244,8340,0.3367,2355.03,0,0.8997,approved
92,18/03/2021,Male,Malay,26,KDH,MNC,PUCHONG,Y-135LC AC,9270,930,48,3800,3326.67,281,244,8340,0.1576,2802.42,0,0.8997,approved
93,18/03/2021,Male,Malay,19,PRK,MNC,SUBANG,Y-Y15ZR,11690,1690,48,2046.6,1901.23,0,292,10000,0.1534,1609.56,0,0.8554,stockout
94,18/03/2021,Male,Malay,21,KTN,SRC,SS,Y-Y15ZR,11690,2300,48,2015,1838,0,274,9390,0.149,1564.13,0,0.8033,stockout
95,18/03/2021,Male,Malay,40,KUL,HLTH,ONLINE SALES,Y-NVXSG48,13500,1980,48,3146.15,2795.16,1022,336,11520,0.4858,1437.16,0,0.8533,rejected
96,18/03/2021,Female,Malay,24,KUL,HLTH,PUCHONG,Y-115Z(UE15),7610,1500,48,2300,1303.9,0,179,6110,0.1367,1125.69,0,0.8029,approved
97,21/03/2021,Female,Malay,44,PHG,HLTH,PUCHONG,Y-NVXSG48,13500,3180,48,4770,3097.4,2573.05,301,10320,0.9279,223.35,0,0.7644,archived
98,18/03/2021,Female,Malay,21,JHR,SALE,PUCHONG,H-RS150R TRICO,11070,1110,48,1440,1286.35,157,291,9960,0.3479,838.85,0,0.8997,reverted
99,19/03/2021,Male,Malay,38,MLK,OTH,ONLINE SALES,Y-135LC AC,9270,930,48,5229,2651,0,244,8340,0,,0,0.8997,rejected
100,19/03/2021,Female,Malay,34,PRK,MNC,SUBANG,H-VARIO150,9750,980,48,2591.07,2418.42,0,256,8770,0.1058,2162.63,0,0.8995,stockout
101,19/03/2021,Male,Malay,34,JHR,SRC,ONLINE SALES,H-RS150R TRICO,11070,1110,48,2091,1929,0,291,9960,0,,0,0.8997,rejected
102,19/03/2021,Female,Malay,48,SGR,EDU,ONLINE SALES,H-RS150RR,12070,2111,48,7503.65,3294.57,1256,291,9959,0.4694,1748.1,0,0.8251,rejected
103,19/03/2021,Female,Malay,37,KUL,HR,SUBANG,H-ADV150A,14300,1500,48,10000,8000,0,374,12800,0,,0,0.8951,rejected
104,19/03/2021,Male,Malay,32,KUL,TRD,PUCHONG,H-RS150R TRICO,11070,1107,48,2000,1600,0,291,9963,0.1816,1309.41,0,0.9,reverted
105,19/03/2021,Female,Malay,19,JHR,SRC,S.BULOH,Y-135LC AC,9270,930,48,1400,1261.85,0,244,8340,0.1928,1018.6,0,0.8997,rejected
106,19/03/2021,Female,Malay,18,PNG,SRC,ONLINE SALES,Y-EGOSO,7300,731,36,1159.35,927.48,0,238,6569,0.2558,690.27,0,0.8999,reverted
107,19/03/2021,Male,Malay,37,PRK,SRC,ONLINE SALES,H-BEAT(ACH110),7500,800,48,2588,2336.15,779,196,6700,0.4171,1361.73,0,0.8933,stockout
108,23/03/2021,Female,Malay,32,PRK,TRD,PUCHONG,Y-135LC AC,9270,930,48,1300,1159.95,0,244,8340,0.2097,916.7,0,0.8997,archived
109,19/03/2021,Male,Malay,20,SGR,SRC,ONLINE SALES,Y-115Z(UE15),7610,1070,48,2062,1863.75,0,191,6540,0,,0,0.8594,rejected
110,19/03/2021,Male,Malay,25,KUL,MNC,PUCHONG,Y-115Z(UE15),7610,761,48,2389,2213,436,200,6849,0.2873,1577.24,0,0.9,archived
111,19/03/2021,Male,Malay,43,KTN,EDU,S.BULOH,H-WAVER125I,8350,840,36,6558.98,3771.63,564.9,272,7515,0.2217,2935.36,7,0.9,stockout
112,19/03/2021,Female,Malay,32,KTN,MNC,ONLINE SALES,H-VARIO150,9750,980,36,1900,1708,759,317,8770,0.6298,632.31,0,0.8995,stockout
114,19/03/2021,Male,Malay,28,SBH,MNC,ONLINE SALES,Y-Y15ZR,11690,1169,48,1300,1200,0,307,10521,0,,0,0.9,rejected
115,19/03/2021,Male,Indian,21,SGR,MNC,PUCHONG,Y-135LC AC,9270,927,48,1600,1213.15,0,244,8343,0.2006,969.81,0,0.9,rejected
116,19/03/2021,Male,Malay,25,KUL,MNC,PUCHONG,Y-115Z(UE15),7610,770,36,2389,2213,436,247,6840,0.3086,1530,0,0.8988,stockout
117,19/03/2021,Male,Malay,30,KUL,ENGI,ONLINE SALES,Y-Y15ZR,11690,1690,48,6900,6000,0,292,10000,0,,0,0.8554,rejected
118,19/03/2021,Male,Malay,19,PRK,SRC,ONLINE SALES,Y-135LC AC,9270,930,24,1318.43,1189.98,0,417,8340,0.3504,772.98,0,0.8997,rejected
119,19/03/2021,Female,Malay,26,KUL,SRC,ONLINE SALES,Y-115Z(UE15),7610,770,36,1688.2,842.78,406.65,247,6840,0.7756,189.13,0,0.8988,rejected
120,26/03/2021,Female,Malay,57,OTH,FASH,SUBANG,H-DASHR152,8350,840,48,0,0,1007,220,7510,0,-1226.04,0,0.8994,rejected
121,20/03/2021,Male,Malay,36,SGR,SRC,SUBANG,H-RS150RR,12070,1210,48,2700,2690,0,317,10860,0.1178,2373.25,0,0.8998,rejected
122,23/03/2021,Male,Malay,42,KUL,MNC,SUBANG,Y-Y15ZR,11690,1690,36,1300,1144.25,0,362,10000,0.3156,783.14,0,0.8554,stockout
123,20/03/2021,Male,Malay,38,KUL,ENT,SUBANG,Y-NVXSG48,13500,2000,48,5038.94,2106.96,2043.35,336,11500,1.129,-271.81,0,0.8519,rejected
124,20/03/2021,Male,Malay,39,PLS,HLTH,SUBANG,H-DASHR152,8350,840,36,6720.78,3594.34,758,272,7510,0.2863,2565.15,0,0.8994,stockout
125,20/03/2021,Female,Malay,35,PRK,MNC,SUBANG,H-BEAT(ACH110),7500,750,48,2800,2457.35,0,197,6750,0.0801,2260.48,0,0.9,stockout
126,20/03/2021,Female,Malay,56,PRK,ENT,SUBANG,H-RS150RR,12070,1210,48,1300,1161.25,0,317,10860,0.2728,844.5,0,0.8998,rejected
127,20/03/2021,Male,Malay,22,SBH,MNC,S.BULOH,Y-Y15ZR,11690,2000,48,1420,1243.35,0,283,9690,0.2273,960.73,0,0.8289,stockout
128,20/03/2021,Male,Malay,23,PNG,SRC,SS,Y-EGOSO,7300,730,36,1950,1759.35,157,238,6570,0.2241,1365.1,0,0.9,stockout
129,20/03/2021,Male,Malay,20,SGR,MNC,SUBANG,H-RS150R TRICO,11070,1110,48,1600,1416.25,0,291,9960,0.2051,1125.75,0,0.8997,rejected
130,23/03/2021,Male,Malay,24,SWK,SRC,SS,H-RS150RR,12070,1207,48,1500,1400,0,317,10863,0,,0,0.9,rejected
131,21/03/2021,Male,Malay,21,SWK,SRC,SS,Y-Y15ZR,11690,1169,48,1300,1171.75,0,307,10521,0.2619,864.89,0,0.9,rejected
133,21/03/2021,Male,Malay,20,KTN,SRC,PUCHONG,H-RS150R TRICO,11070,1110,48,1640,1459.6,0,291,9960,0,,0,0.8997,rejected
134,14/04/2021,Male,Malay,32,SGR,SRC,SA,Y-NVXSG48,13500,2000,48,1989.4,1810.05,0,336,11500,0.1853,1474.63,0,0.8519,stockout
135,21/03/2021,Male,Malay,26,KTN,ENGI,SUBANG,Y-135LC AC,9270,930,48,2100,1858.56,0,244,8340,0.1309,1615.31,0,0.8997,stockout
136,21/03/2021,Female,Malay,39,SBH,MNC,SUBANG,Y-115Z(UE15),7610,770,48,2100,1351.15,1215,200,6840,1.0469,-63.35,0,0.8988,rejected
137,21/03/2021,Male,Malay,32,PHG,SRC,SS,Y-Y15ZR,11690,1169,36,2330,1797.55,0,380,10521,0.2114,1417.63,0,0.9,rejected
138,29/03/2021,Male,Malay,23,KDH,SRC,SS,Y-135LC SE,9720,972,48,2656.15,2415.9,312,256,8748,0.2348,1848.75,0,0.9,archived
139,21/03/2021,Male,Malay,20,SGR,SRC,SS,Y-Y15ZR,11690,1169,36,1784.8,1454.45,0,380,10521,0.2612,1074.53,0,0.9,cancelled
140,21/03/2021,Male,Malay,29,SGR,MNC,SUBANG,Y-EGOSO,7300,730,48,2434.36,2363.3,1871.8,192,6570,0.8731,299.88,0,0.9,rejected
141,21/03/2021,Female,Malay,24,SGR,SRC,SA,H-DASHR152,8350,840,48,1500,1300,0,220,7510,0,,0,0.8994,rejected
142,22/03/2021,Male,Malay,45,KUL,F&B,SS,Y-115Z(UE15),7610,761,36,6000,5900,0,248,6849,0,,0,0.9,rejected
143,22/03/2021,Male,Malay,21,SGR,MNC,SS,H-WAVEAL,6260,630,24,1624.58,1454.03,0,282,5630,0.1936,1172.53,0,0.8994,rejected
144,21/03/2021,Male,Malay,35,KDH,MNC,ONLINE SALES,Y-135LC AC,9270,1830,48,2100,1896.65,955,217,7440,0.6179,724.65,0,0.8026,archived
145,22/03/2021,Male,Malay,27,KTN,ENT,SUBANG,Y-EGOSO,7300,730,48,3360,2966.55,959,192,6570,0.3879,1815.93,0,0.9,stockout
146,21/03/2021,Male,Others,22,SWK,SRC,ONLINE SALES,Y-135LC AC,9270,930,36,1498.71,1343.85,0,302,8340,0,,0,0.8997,rejected
147,21/03/2021,Male,Malay,20,KTN,MNC,SA,Y-115Z(UE15),7610,770,36,2488.62,2172.62,0,247,6840,0.1137,1925.62,0,0.8988,rejected
148,21/03/2021,Male,Malay,19,MLK,MNC,SA,Y-135LC AC,9270,930,36,1200,1073.95,0,302,8340,0.2804,772.78,0,0.8997,rejected
149,22/03/2021,Male,Malay,27,SBH,MNC,SA,Y-MT15,15050,1509,48,1400,1334,153,395,13540,0.4107,786.08,0,0.8997,rejected
151,21/03/2021,Female,Malay,38,OTH,ENT,SA,Y-EGOSO,7300,730,48,1658.15,1495.1,740,192,6570,0.6231,563.48,0,0.9,stockout
152,22/03/2021,Male,Indian,29,NSN,SRC,SA,Y-135LC AC,9270,927,48,5000,4800,0,244,8343,0,,0,0.9,rejected
153,22/03/2021,Male,Malay,41,KTN,F&B,PUCHONG,Y-115Z(UE15),7610,770,36,4241,3985,1094,247,6840,0.3365,2644,0,0.8988,rejected
154,23/03/2021,Female,Malay,26,KTN,MNC,ONLINE SALES,Y-EGOSO,7300,730,36,3148.41,2778.86,1222,238,6570,0.5251,1319.61,0,0.9,stockout
155,22/03/2021,Female,Malay,20,SWK,GOODS,ONLINE SALES,H-WAVEALDR,5900,590,24,1683,1492,119,266,5310,0.2577,1107.5,0,0.9,archived
157,22/03/2021,Male,Malay,23,PRK,SRC,ONLINE SALES,Y-135LC AC,9270,930,36,1324,1223,0,302,8340,0,,0,0.8997,rejected
158,22/03/2021,Male,Malay,38,PRK,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,48,1900,1676,741,292,10000,0.6161,643.33,0,0.8554,stockout
159,22/03/2021,Female,Malay,19,SGR,FASH,S.BULOH,H-VARIO150,9750,980,48,1300,1200,0,256,8770,0,,0,0.8995,rejected
160,22/03/2021,Male,Malay,31,PRK,HLTH,ONLINE SALES,H-RS150R TRICO,11070,1110,48,2029,1845,618,291,9960,0.4924,936.5,0,0.8997,reverted
161,22/03/2021,Male,Malay,36,PRK,SRC,ONLINE SALES,Y-Y15ZR,11690,1169,48,1700,1500,0,307,10521,0,,0,0.9,rejected
162,23/03/2021,Female,Malay,25,SWK,SALE,S.BULOH,Y-115Z(UE15),7610,770,48,1241.27,993.02,0,200,6849,0.2012,793.26,0,0.9,stockout
163,22/03/2021,Male,Malay,39,KUL,TRD,S.UTAMA,Y-135LC AC,9270,930,48,2500,2207.85,0,244,8340,0,,0,0.8997,rejected
164,22/03/2021,Male,Malay,25,SGR,HR,S.UTAMA,Y-115Z(UE15),7610,770,36,1750,1579.1,69,247,6840,0.2001,1263.1,0,0.8988,stockout
165,23/03/2021,Male,Malay,33,PHG,SRC,ONLINE SALES,H-RS150RR,12070,1210,48,1760,1408,105,317,10860,0.2995,986.25,0,0.8998,rejected
166,22/03/2021,Female,Malay,29,SBH,SRC,SS,H-RS150R TRICO,11070,1107,48,1600,1280,0,291,9963,0.227,989.41,0,0.9,rejected
168,22/03/2021,Male,Malay,21,SGR,GIG,SS,H-ADV150A2,14700,1470,48,2842,2261,0,386,13230,0.1707,1875.13,0,0.9,archived
169,22/03/2021,Male,Malay,56,PRK,SRC,S.UTAMA,Y-NVXSG48,13500,1980,48,6993.62,5907.62,0,336,11520,0,,0,0.8533,rejected
170,22/03/2021,Female,Malay,32,SGR,SRC,ONLINE SALES,Y-Y15ZR,11690,2000,48,2924.69,1038.94,993,283,9690,1.2278,-236.69,0,0.8289,rejected
171,22/03/2021,Male,Malay,30,SBH,SRC,ONLINE SALES,Y-Y15ZR,11690,1690,48,4111.67,3900.07,0,292,10000,0,,0,0.8554,rejected
172,22/03/2021,Male,Malay,28,KUL,SALE,ONLINE SALES,H-RS150RR,12070,1210,48,2215,1995.05,0,317,10860,0,,0,0.8998,rejected
173,22/03/2021,Female,Malay,23,KUL,SALE,S.UTAMA,H-RS150RR,12070,1207,48,1750,1400,0,317,10863,0.2263,1083.16,0,0.9,rejected
174,22/03/2021,Female,Malay,28,SBH,SRC,SS,Y-135LC AC,9270,1000,48,4000,3646,2795,242,8270,0.8328,609.79,0,0.8921,stockout
175,22/03/2021,Male,Indian,45,KUL,OTH,SUBANG,Y-Y15ZR,11690,1690,48,2080,1837,0,292,10000,0.1588,1545.33,0,0.8554,stockout
176,22/03/2021,Female,Malay,31,SGR,SRC,ONLINE SALES,Y-115Z(UE15),7610,761,36,1883.6,1667,436,248,6849,0.4099,983.68,0,0.9,archived
177,22/03/2021,Male,Malay,25,KTN,SRC,S.BULOH,Y-135LC AC,9270,930,48,1200,1033,142,244,8340,0.3729,647.75,0,0.8997,rejected
178,22/03/2021,Female,Malay,19,KUL,TRD,ONLINE SALES,Y-135LC AC,9270,930,48,1516,1362,0,244,8340,0.1786,1118.75,0,0.8997,approved
179,22/03/2021,Female,Indian,33,JHR,OTH,S.UTAMA,Y-Y15ZR,11690,1690,48,2510,2237,0,292,10000,0.1304,1945.33,0,0.8554,stockout
180,22/03/2021,Male,Malay,26,SGR,SRC,ONLINE SALES,H-RS150RR,12070,1210,48,1772,1315,229,317,10860,0.415,769.25,0,0.8998,stockout
181,22/03/2021,Male,Malay,27,PHG,SRC,PUCHONG,Y-135LC AC,9270,1840,36,2211.54,1950.79,0,269,7430,0,,0,0.8015,rejected
182,22/03/2021,Female,Malay,43,SGR,MNC,S.UTAMA,Y-135LC AC,9270,930,36,2092,1872,0,302,8340,0,,0,0.8997,rejected
183,22/03/2021,Female,Malay,38,SGR,ENGI,SUBANG,Y-135LC AC,9270,930,48,1800,1661.25,0,244,8340,0,,0,0.8997,rejected
184,22/03/2021,Male,Malay,25,SGR,MNC,SS,H-RS150RR,12070,4111,36,2000,1900,0,288,7959,0,,0,0.6594,rejected
185,22/03/2021,Female,Malay,22,KDH,SRC,S.BULOH,H-BEAT(ACH110),7500,750,24,1865,1681,0,338,6750,0.2008,1343.5,0,0.9,stockout
186,22/03/2021,Male,Malay,24,KTN,MNC,SUBANG,H-RS150R TRICO,11070,1110,48,1750,1613.75,0,291,9960,0.18,1323.25,0,0.8997,archived
187,29/03/2021,Male,Malay,49,SGR,MNC,PANGLIMA,Y-115Z(UE15),7610,770,48,2281,2058,210,200,6840,0.199,1648.5,0,0.8988,stockout
188,23/03/2021,Male,Indian,33,SGR,MNC,PANGLIMA,H-DASHR152,8350,840,48,1641,1333,0,220,7510,0.1643,1113.96,0,0.8994,rejected
189,22/03/2021,Male,Malay,52,KTN,MNC,SUBANG,Y-135LC SE,9720,4000,36,16372,6975,2682,207,5720,0.4141,4086.44,0,0.5885,approved
190,22/03/2021,Female,Malay,31,SGR,SRC,PUCHONG,Y-Y15ZR,11690,1169,24,1896,1717,376,527,10521,0.5254,814.95,4,0.9,rejected
191,23/03/2021,Female,Indian,28,KUL,MNC,K.SELANGOR,Y-135LC AC,9270,930,48,1830.77,1632.322,0,244,8340,0,,0,0.8997,rejected
192,26/03/2021,Male,Malay,20,PHG,BUID,MERU,Y-135LC AC,9270,930,48,1652.5,1309.88,0,244,8340,0.1857,1066.63,0,0.8997,cancelled
193,24/03/2021,Female,Malay,25,KUL,BUID,MERU,H-BEAT(ACH110),7500,750,48,2000,1770.86,0,197,6750,0,,0,0.9,rejected
194,22/03/2021,Male,Malay,36,KTN,MNC,PUCHONG,Y-115Z(UE15),7610,770,36,6004,2420,0,247,6840,0,,0,0.8988,rejected
195,30/03/2021,Female,Malay,31,PRK,F&B,SENTOSA,Y-115Z(UE15),7610,770,36,1091,1024,652,247,6840,0.8779,125,0,0.8988,reverted
196,24/03/2021,Male,Malay,34,SGR,MNC,MERU,Y-135LC AC,9270,930,48,1600,1413,0,244,8343,0.1722,1169.66,0,0.9,stockout
197,22/03/2021,Female,Malay,20,SWK,GOODS,ONLINE SALES,Y-115Z(UE15),7610,770,36,1683,1492,119,247,6840,0.2453,1126,0,0.8988,stockout
198,22/03/2021,Female,Malay,31,SGR,SRC,ONLINE SALES,Y-115Z(UE15),7610,770,36,1883.6,1667,436,247,6840,0.4097,984,0,0.8988,stockout
199,22/03/2021,Female,Malay,36,JHR,MNC,SA,Y-Y15ZR,11690,1169,48,2600,2300,0,307,10521,0,,0,0.9,rejected
200,22/03/2021,Female,Malay,19,KUL,SRC,SA,H-RS150R TRICO,11070,1110,48,2100,2099,0,291,9960,0,,0,0.8997,cancelled
201,24/03/2021,Male,Malay,25,KTN,SRC,S.UTAMA,Y-135LC AC,9270,930,48,2675,1570,0,244,8340,0.1549,1326.75,0,0.8997,stockout
202,22/03/2021,Male,Malay,26,SGR,SRC,SA,Y-Y15ZR,11690,1170,48,2600,2300,0,307,10520,0,,0,0.8999,rejected
203,24/03/2021,Female,Malay,29,JHR,MNC,PANGLIMA,Y-135LC AC,9270,927,48,1578.85,1480,0,244,8343,0,,0,0.9,rejected
204,23/03/2021,Male,Malay,19,KUL,OTH,ONLINE SALES,Y-135LC AC,9270,930,48,1363,1362,0,244,8340,0,,0,0.8997,rejected
205,23/03/2021,Male,Indian,40,KUL,TRD,ONLINE SALES,H-RS150RR,12070,1210,48,5000,4999,0,317,10860,0,,0,0.8998,rejected
206,24/03/2021,Female,Malay,20,PRK,SRC,PUCHONG,Y-Y15ZR,11690,1169,24,2370,1591,0,527,10521,0,,0,0.9,cancelled
207,23/03/2021,Male,Malay,20,KUL,SRC,RAWANG,Y-135LC AC,9270,930,36,1273,657.98,0,302,8340,0.4577,356.81,0,0.8997,rejected
208,23/03/2021,Male,Malay,30,KDH,SRC,MERU,Y-135LC AC,9270,1330,48,2072.29,1634.72,0,232,7940,0,,0,0.8565,rejected
209,23/03/2021,Male,Malay,24,PNG,F&B,MERU,H-VARIO150,9750,980,48,1094,987,47,256,8770,0.3068,684.21,0,0.8995,rejected
210,23/03/2021,Female,Indian,25,PRK,F&B,ONLINE SALES,Y-EGOAV,7630,770,36,2020,1787.33,0,248,6860,0,,0,0.8991,rejected
211,23/03/2021,Male,Malay,19,SGR,MNC,MERU,Y-115Z(UE15),7610,770,48,1375,1055,0,200,6840,0.1891,855.5,0,0.8988,cancelled
212,23/03/2021,Male,Malay,31,PHG,TRD,MERU,H-EX5NBC,6750,680,48,3250,2600,0,178,6070,0.0681,2422.96,0,0.8993,stockout
214,23/03/2021,Female,Malay,40,SGR,EDU,SUBANG,Y-NMAX,11500,1150,48,4560,2625,838,302,10350,0.4342,1485.13,0,0.9,stockout
215,23/03/2021,Male,Malay,26,SGR,EDU,K.SELANGOR,Y-Y15ZR,11690,1690,36,3275,2912,0,362,10000,0,,0,0.8554,rejected
217,23/03/2021,Male,Indian,35,SGR,OTH,ONLINE SALES,Y-Y15ZR,11690,1690,48,2707,2439,0,292,10000,0,,0,0.8554,stockout
218,23/03/2021,Male,Indian,56,SGR,GOODS,K.SELANGOR,Y-Y15ZR,11690,1169,48,2000,1369,0,307,10521,0.2242,1062.14,8,0.9,archived
219,23/03/2021,Male,Malay,20,PRK,MNC,MERU,Y-Y15ZR,11690,1169,36,1551.86,1283.55,0,380,10521,0.296,903.63,0,0.9,cancelled
220,23/03/2021,Male,Malay,35,KDH,MNC,ONLINE SALES,Y-Y15ZR,11690,1690,48,2100,1896.65,955,292,10000,0.6573,649.98,0,0.8554,stockout
