id,Date,Dealer,Gender,Race,Age,State,Segment,branch,model,SalePrice,Deposit,Tenure,GrossIncome,NetIncome,Commitment,Instalment,FinancingAmount,DSR,DI,iScore,MOF,Status
4294,02/08/2021,GTM,Male,Malay,27,SGR,ECOM,SENTUL,H-EX5NBC,6750,680,48,1500,1393.57,0,178,6070,0,,5,0.8993,reverted
4295,08/08/2021,GTM,Male,Indian,19,SGR,SRC,SENTUL,Y-Y15ZR,11710,1690,48,1650,1439,0,293,10020,0.2031,1146.75,0,0.8557,approved
4296,08/08/2021,GTM,Female,Malay,21,JHR,SRC,SENTUL,Y-Y15ZR,11710,1690,48,1800,1600,394,293,10020,0.4289,913.75,7,0.8557,approved
4297,02/08/2021,GTM,Male,Indian,41,KUL,OTH,R.PANJANG,H-WAVER125IM,8600,860,24,13669,10935.2,3124,387,7740,0.3211,7424.2,8,0.9,stockout
4298,21/08/2021,GTM,Male,Indian,34,KUL,MNC,MERU,H-DASHR152,8370,860,48,1700,1597,0,220,7510,0,,4,0.8973,rejected
4299,02/08/2021,GTM,Male,Malay,33,SGR,OTH,SS,H-DASHRREPSOL,8550,860,36,1225.16,1087.1,0,278,7690,0,,3,0.8994,rejected
4300,07/08/2021,GTM,Male,Malay,34,PHG,SRC,PUCHONG,Y-Y15ZR,11710,1690,48,2250,2008,0,293,10020,0.1455,1715.75,6,0.8557,approved
4301,02/08/2021,GTM,Male,Indian,27,SGR,SRC,PUCHONG,H-DASHRREPSOL,8550,860,48,2673,2514,0,225,7690,0,,4,0.8994,rejected
4302,02/08/2021,GTM,Male,Malay,24,KDH,SRC,SRI KBGAN,H-RS150R TRICO,11070,1110,48,1200,959,0,291,9960,0.3029,668.5,0,0.8997,approved
4303,02/08/2021,GTM,Male,Indian,21,SGR,MNC,PANGLIMA,Y-Y15ZR,11690,1710,48,2009,1853,0,292,9980,0.1571,1561.92,0,0.8537,rejected
4304,03/08/2021,GTM,Male,Malay,25,JHR,GIG,PANGLIMA,H-DASHR152,8350,840,36,2709,2167,0,272,7510,0.1251,1895.81,0,0.8994,stockout
4305,03/08/2021,GTM,Male,Malay,27,JHR,SRC,K.LAMA,H-DASHR152,8350,840,48,1639,1361,0,220,7510,0.1609,1141.96,0,0.8994,reverted
4306,03/08/2021,GTM,Male,Malay,27,KDH,SRC,S.UTAMA,Y-135LC AC,9270,930,48,2869,1456,0,244,8340,0,,4,0.8997,rejected
4307,03/08/2021,GTM,Female,Malay,37,SGR,SRC,R.PANJANG,H-WAVEAL,6260,630,36,2500,2350,0,204,5630,0,,4,0.8994,rejected
4308,03/08/2021,GTM,Male,Malay,29,NSN,OTH,S.UTAMA,H-DASHR152,8350,840,48,2554,2343,0,220,7510,0,,4,0.8994,rejected
4309,03/08/2021,GTM,Female,Malay,24,SGR,SRC,PANGLIMA,Y-135LC AC,9270,950,36,1800,1700,0,301,8320,0.1767,1399.56,0,0.8975,reverted
4310,03/08/2021,GTM,Male,Malay,23,SGR,SRC,SUBANG,Y-Y15ZR,11690,1690,48,1724,1554,0,292,10000,0.1877,1262.33,0,0.8554,approved
4311,06/08/2021,GTM,Male,Others,29,SWK,SRC,SUBANG,H-DASHR152,8350,840,48,1726,1527,0,220,7510,0.1434,1307.96,0,0.8994,rejected
4312,28/08/2021,GTM,Male,Malay,22,SWK,SRC,SUBANG,Y-Y15ZR,11690,1690,48,1116,1018,0,292,10000,0.2865,726.33,0,0.8554,cancelled
4313,11/08/2021,GTM,Male,Malay,22,TRG,ECOM,SENTOSA,H-DASHR152,8370,860,24,3468,3060.85,0,376,7510,0,,3,0.8973,cancelled
4314,16/08/2021,GTM,Male,Malay,19,KDH,MNC,T.PULAI,H-BEAT(ACH110),7500,750,36,1475,1375,0,244,6750,0.1773,1131.25,0,0.9,reverted
4315,12/08/2021,GTM,Female,Malay,19,PJY,ECOM,SUBANG,H-WAVER125I,8600,860,48,1800,1600,0,226,7740,0.1411,1374.25,0,0.9,archived
4316,03/08/2021,GTM,Male,Others,20,SBH,MNC,T.PULAI,Y-115Z(UE15),7610,770,36,3000,2800,0,247,6840,0,,3,0.8988,cancelled
4317,03/08/2021,GTM,Male,Malay,34,SBH,SRC,SRI KBGAN,H-DASHR152,8350,840,48,2474.12,2240.47,809,220,7510,0.4589,1212.43,5,0.8994,stockout
4318,03/08/2021,GTM,Male,Malay,19,SGR,MNC,SA,H-RS150R TRICO,11070,1110,48,1850,1410,0,291,9960,0,,3,0.8997,cancelled
4319,05/08/2021,GTM,Male,Malay,42,SGR,MNC,SA,H-DASHRREPSOL,8550,1700,24,2443,1829,0,343,6850,0,,2,0.8012,rejected
4320,04/08/2021,GTM,Male,Malay,23,PHG,MNC,PANGLIMA,Y-Y15ZR,11690,1690,24,2172,1737,0,500,10000,0.2879,1237,0,0.8554,reverted
4321,04/08/2021,GTM,Male,Indian,21,KUL,SRC,K.LAMA,H-DASHR152,8350,840,48,1406,1400,0,220,7510,0,,2,0.8994,rejected
4322,04/08/2021,GTM,Female,Malay,20,SGR,SRC,K.SELANGOR,H-DASHR152,8350,840,36,2083,1764,0,272,7510,0.1537,1492.81,5,0.8994,archived
4323,04/08/2021,GTM,Male,Others,33,SWK,OTH,SA,H-DASHRREPSOL,8550,860,36,1600,1400,0,278,7690,0,,4,0.8994,rejected
4324,04/08/2021,GTM,Female,Malay,21,SGR,OTH,SA,H-VARIO150,9750,980,36,3000,2800,0,317,8770,0.1131,2483.31,0,0.8995,archived
4325,04/08/2021,GTM,Female,Malay,28,KTN,MNC,ONLINE SALES,H-RS150R TRICO,11070,1110,36,2000,1800,0,360,9960,0.1998,1440.33,5,0.8997,stockout
4326,04/08/2021,GTM,Female,Malay,42,SGR,F&B,K.SELANGOR,Y-135LC AC,9270,2000,36,3107,2486,0,263,7270,0.1056,2223.47,7,0.7843,archived
4327,09/08/2021,GTM,Male,Malay,27,SGR,SRC,PUCHONG,Y-135LC AC,9290,930,48,2500,2300,0,244,8360,0,,4,0.8999,rejected
4328,05/08/2021,GTM,Male,Malay,19,KTN,MNC,K.SELANGOR,S-VF3I185LEPRO,11900,1190,36,1730,1380,0,387,10710,0.2803,993.25,0,0.9,cancelled
4329,05/08/2021,GTM,Male,Indian,35,SGR,SRC,SUBANG,S-VF3I185LEPRO,11900,1190,48,11200,8960,489,313,10710,0.0894,8158.63,6,0.9,stockout
4330,05/08/2021,GTM,Male,Malay,27,SBH,SRC,SRI KBGAN,H-DASHRREPSOL,8550,860,48,1875,1354,454,225,7690,0.501,675.71,0,0.8994,archived
4331,09/08/2021,GTM,Female,Malay,40,KTN,TRD,PUCHONG,H-WAVER125I,8620,860,48,2156,1969,0,227,7760,0.1149,1742.67,0,0.9002,rejected
4332,05/08/2021,GTM,Male,Malay,38,SGR,MNC,SENTOSA,S-VF3I185LEPRO,11900,1190,48,2483,2357,1248,313,10710,0.662,796.63,5,0.9,cancelled
4333,05/08/2021,GTM,Male,Chinese,27,KTN,MNC,KAPAR,S-VF3I185LEPRO,11900,1190,48,3221,2203,0,313,10710,0.1418,1890.63,5,0.9,cancelled
4334,05/08/2021,GTM,Male,Malay,23,KTN,MNC,SA,Y-115Z(UE15),7610,770,36,1200,1057,0,247,6840,0.2337,810,5,0.8988,rejected
4335,05/08/2021,GTM,Male,Malay,23,SGR,SRC,RAWANG,Y-135LC AC,9270,930,36,1200,1056,0,302,8340,0,,4,0.8997,cancelled
4336,05/08/2021,GTM,Male,Indian,31,KUL,SRC,RAWANG,H-DASHR152,8350,840,48,2261,1639.25,0,220,7510,0,,4,0.8994,cancelled
4337,06/08/2021,GTM,Male,Indian,54,SGR,SRC,K.SELANGOR,H-DASHR152,8370,840,36,1818,913,0,272,7530,0,,0,0.8996,rejected
4338,05/08/2021,GTM,Male,Malay,27,SBH,SRC,SRI KBGAN,H-DASHRREPSOL,8550,1310,48,1875,1354,454,212,7240,0.4913,688.83,0,0.8468,archived
4339,05/08/2021,GTM,Female,Malay,27,PRK,F&B,S.UTAMA,H-VARIO150,9750,980,48,1700,1089,0,256,8770,0.2349,833.21,0,0.8995,approved
4340,05/08/2021,GTM,Male,Malay,27,SGR,IT,S.UTAMA,Y-135LC AC,9270,930,48,1100,1000,0,244,8340,0,,3,0.8997,rejected
4341,05/08/2021,GTM,Male,Malay,31,PHG,MNC,S.UTAMA,Y-135LC AC,9270,930,48,2555,2220,589,244,8340,0.3749,1387.75,8,0.8997,approved
4342,06/08/2021,GTM,Female,Malay,37,SGR,SRC,RAWANG,Y-Y16ZR,13620,5000,48,1400,1215,167,252,8620,0.3444,796.58,7,0.6329,approved
4343,06/08/2021,GTM,Male,Indian,25,KUL,SRC,K.LAMA,Y-Y15ZR,11710,1690,36,1967,1774,0,362,10020,0,,1,0.8557,rejected
4344,06/08/2021,GTM,Female,Malay,44,KTN,SRC,SA,Y-Y15ZR,11710,1690,48,9000,6000,0,293,10020,0,,1,0.8557,rejected
4345,11/08/2021,GTM,Male,Indian,42,SGR,SRC,ONLINE SALES,Y-115Z(UE15),7630,770,24,2718,1380,0,343,6860,0.2486,1037,7,0.8991,approved
4346,06/08/2021,GTM,Male,Malay,38,SGR,MNC,SENTOSA,Y-Y15ZR,11710,1690,48,2483,2357,1248,293,10020,0.6535,816.75,5,0.8557,archived
4347,06/08/2021,GTM,Male,Malay,40,SGR,GOODS,K.SELANGOR,H-DASHR152,8370,1000,36,1451,1281,0,267,7370,0,,0,0.8805,reverted
4348,06/08/2021,GTM,Male,Indian,54,SGR,O&G,K.SELANGOR,H-WAVEAL,6280,2330,24,3145,2533,259,198,3950,0.1802,2076.5,8,0.629,stockout
4349,07/08/2021,GTM,Male,Indian,54,NSN,MNC,SA,H-DASHR152,8370,840,36,3383,2951,616.3,272,7530,0.301,2062.78,8,0.8996,stockout
4350,06/08/2021,GTM,Male,Malay,32,KUL,SRC,SUBANG,H-WAVEAL,6280,2350,48,2650,2533,0,115,3930,0,,6,0.6258,reverted
4351,06/08/2021,GTM,Female,Malay,22,SGR,SRC,SUBANG,H-DASHRREPSOL,8570,880,48,1500,1354,198,225,7690,0.3119,931.71,7,0.8973,approved
4352,12/08/2021,GTM,Female,Malay,26,SGR,SRC,K.SELANGOR,H-DASHR152,8370,840,48,2250,2018.25,0,220,7530,0,,1,0.8996,rejected
4353,07/08/2021,GTM,Female,Malay,42,SGR,F&B,K.SELANGOR,H-DASHRREPSOL,8570,2800,24,3107,2486,0,289,5770,0.116,2197.5,7,0.6733,stockout
4354,07/08/2021,GTM,Male,Indian,21,PHG,SRC,SS,Y-Y15ZR,11710,2000,48,2100,2000,0,284,9710,0,,0,0.8292,reverted
4355,07/08/2021,GTM,Male,Malay,19,SGR,SRC,SS,Y-Y15ZR,11710,3000,36,1200,1000,0,315,8710,0,,0,0.7438,reverted
4357,10/08/2021,GTM,Male,Malay,28,TRG,SRC,SA,H-DASHR152,8370,840,48,1600,900,0,220,7530,0.244,680.38,6,0.8996,cancelled
4359,11/08/2021,GTM,Male,Malay,19,SBH,SRC,MERU,Y-135LC AC,9290,930,36,2200,2000,0,302,8360,0.1509,1698.11,0,0.8999,stockout
4360,08/08/2021,GTM,Male,Malay,30,SGR,SRC,ONLINE SALES,H-DASHR152,8370,840,36,1948,1357,0,272,7530,0.2004,1085.08,0,0.8996,rejected
4361,08/08/2021,GTM,Female,Malay,20,SGR,SRC,K.SELANGOR,H-DASHR152,8370,860,36,2083,1764,0,272,7510,0.1537,1492.81,5,0.8973,stockout
4362,08/08/2021,GTM,Male,Malay,23,JHR,SRC,K.LAMA,H-VARIO150,9770,1500,48,1813,1800,0,242,8270,0,,5,0.8465,cancelled
4363,08/08/2021,GTM,Male,Malay,18,SGR,SRC,MERU,Y-115Z(UE15),7630,770,48,1200,1100,0,201,6860,0,,0,0.8991,rejected
4364,08/08/2021,GTM,Male,Indian,20,PNG,MNC,SA,Y-135LC AC,9290,930,36,2500,2200,0,302,8360,0,,2,0.8999,rejected
4365,08/08/2021,GTM,Female,Indian,45,SGR,SRC,K.SELANGOR,H-DASHR152,8370,840,36,1068,988,0,272,7530,0,,0,0.8996,rejected
4366,08/08/2021,GTM,Male,Malay,31,SGR,SRC,K.SELANGOR,H-RS150R TRICO,11090,1110,48,2976,2900,0,292,9980,0,,0,0.8999,cancelled
4367,08/08/2021,GTM,Male,Indian,49,PRK,SRC,SENTUL,Y-135LC AC,9290,930,48,1100,995.75,0,244,8360,0,,4,0.8999,cancelled
4368,15/08/2021,GTM,Female,Malay,18,PHG,MNC,SA,Y-Y15ZR,11710,1690,48,1980,1010,0,293,10020,0,,5,0.8557,cancelled
4369,09/08/2021,GTM,Male,Malay,29,SBH,SRC,S.BULOH,H-EX5NBC,6770,700,48,3285,1578,0,178,6070,0.1122,1400.96,0,0.8966,stockout
4370,09/08/2021,GTM,Female,Malay,31,TRG,HR,PUCHONG,H-DASHRREPSOL,8570,860,48,2558,1110,887,225,7710,1.0017,-1.88,4,0.8996,rejected
4371,09/08/2021,GTM,Male,Malay,21,SGR,SRC,K.LAMA,H-WAVEAL,6280,800,24,1732,1563,202,274,5480,0.3045,1087,7,0.8726,stockout
4372,09/08/2021,GTM,Male,Malay,27,SBH,SRC,SRI KBGAN,H-DASHR152,8370,1290,48,1875,1354,454,207,7080,0.4878,693.5,0,0.8459,stockout
4374,09/08/2021,GTM,Male,Malay,20,KTN,MNC,KAPAR,Y-EGOSO,7320,730,48,2024,1501,0,193,6590,0.1281,1308.79,0,0.9003,reverted
4375,09/08/2021,GTM,Male,Malay,26,SBH,ENGI,KAPAR,H-RS150RR,12090,1210,36,1924,1475,0,393,10880,0.2664,1082.11,0,0.8999,rejected
4377,16/08/2021,GTM,Male,Malay,21,MLK,MNC,KAPAR,Y-115Z(UE15),7630,770,48,1292,1141,0,201,6860,0.1754,940.92,0,0.8991,rejected
4378,09/08/2021,GTM,Male,Malay,20,SBH,OTH,ONLINE SALES,H-DASHR152,8370,840,36,1365,1092,0,272,7530,0.249,820.08,0,0.8996,reverted
4380,09/08/2021,GTM,Female,Malay,32,KDH,MNC,S.BULOH,H-RS150R TRICO,11090,1130,48,1797,1645,0,291,9960,0,,2,0.8981,rejected
4381,10/08/2021,GTM,Male,Malay,32,KUL,SRC,SUBANG,H-WAVEAL,6280,650,24,1400,1264,0,282,5630,0.2227,982.5,6,0.8965,stockout
4382,09/08/2021,GTM,Male,Indian,19,SGR,MNC,R.PANJANG,Y-115Z(UE15),7630,2500,36,1284,1084,0,186,5130,0.1709,898.75,0,0.6723,reverted
4384,22/08/2021,GTM,Male,Malay,23,SBH,MNC,SA,Y-Y15ZR,11710,1690,36,1888.95,1193.05,0,362,10020,0.3033,831.22,3,0.8557,stockout
4385,09/08/2021,GTM,Male,Indian,21,KUL,SRC,PUCHONG,H-DASHRREPSOL,8570,860,48,1406,1400,0,225,7710,0,,2,0.8996,cancelled
4386,09/08/2021,GTM,Male,Malay,24,SGR,SRC,PANGLIMA,H-DASHR152,8370,840,48,1600,1400,0,220,7530,0,,0,0.8996,reverted
4387,10/08/2021,GTM,Male,Malay,46,SGR,MNC,PANGLIMA,H-RS150R TRICO,11090,1110,48,1635,1635,0,292,9980,0.178,1343.92,7,0.8999,rejected
4388,10/08/2021,GTM,Male,Malay,40,MLK,SRC,SRI KBGAN,H-DASHR152,8370,840,36,2113,1734,0,272,7530,0.1568,1462.08,6,0.8996,stockout
4389,10/08/2021,GTM,Female,Malay,31,KUL,OTH,ONLINE SALES,H-DASHR152,8370,840,48,4811,4333,1055,220,7530,0.2942,3058.38,7,0.8996,rejected
4390,10/08/2021,GTM,Female,Malay,21,KUL,OTH,ONLINE SALES,H-DASHR152,8370,840,48,1800,1600,0,220,7530,0.1373,1380.38,0,0.8996,stockout
4391,10/08/2021,GTM,Female,Malay,21,KTN,SRC,PUCHONG,H-DASHR152,8370,840,48,1600,1424,0,220,7530,0.1542,1204.38,0,0.8996,reverted
4393,10/08/2021,GTM,Male,Indian,24,PRK,MNC,SENTOSA,Y-135LC AC,9290,1500,48,1600,1400,0,228,7790,0.1623,1172.79,0,0.8385,rejected
4395,10/08/2021,GTM,Male,Malay,27,PRK,SRC,SA,H-BEAT(ACH110),7520,750,36,3794,1897,836,245,6770,0.5696,816.53,7,0.9003,approved
4396,10/08/2021,GTM,Male,Malay,37,SBH,MNC,SENTOSA,Y-Y16ZR,13620,2000,48,4470,3965,0,339,11620,0.0855,3626.08,4,0.8532,rejected
4397,10/08/2021,GTM,Male,Malay,18,SGR,SRC,R.PANJANG,Y-135LC AC,9290,930,48,2000,1700,0,244,8360,0,,0,0.8999,reverted
4398,10/08/2021,GTM,Female,Indian,24,SGR,MNC,SENTOSA,Y-135LC AC,9290,1000,48,2800,2600,0,242,8290,0.093,2358.21,0,0.8924,rejected
4399,10/08/2021,GTM,Male,Malay,38,SGR,MNC,SENTOSA,H-DASHRREPSOL,8570,860,48,2483,2357,1248,225,7710,0.6249,884.13,5,0.8996,stockout
4401,10/08/2021,GTM,Female,Malay,22,NSN,SRC,K.LAMA,H-EX5NBC,6770,700,36,1600,1433,0,220,6070,0.153,1213.81,0,0.8966,reverted
4403,10/08/2021,GTM,Male,Malay,23,KUL,SRC,S.UTAMA,Y-135LC AC,9290,930,48,1720.29,1614.04,0,244,8360,0,,4,0.8999,rejected
4404,10/08/2021,GTM,Male,Indian,22,JHR,GOODS,S.UTAMA,Y-135LC AC,9290,930,48,1625,1189,0,244,8360,0,,2,0.8999,rejected
4405,10/08/2021,GTM,Female,Malay,35,JHR,OTH,PANGLIMA,Y-115Z(UE15),7630,770,48,2007,1800,0,201,6860,0,,3,0.8991,rejected
4406,11/08/2021,GTM,Male,Malay,38,SGR,SALE,S.BULOH,H-RS150R TRICO,11090,1130,36,2100,1856,233,360,9960,0.3193,1263.33,6,0.8981,approved
4407,11/08/2021,GTM,Male,Indian,34,KUL,SRC,PUCHONG,H-DASHR152,8370,840,48,1700,1500,0,220,7530,0,,3,0.8996,rejected
4408,11/08/2021,GTM,Male,Malay,33,PRK,SRC,PANGLIMA,H-WAVEAL,6280,630,48,2000,1000,0,165,5650,0,,4,0.8997,rejected
4409,13/08/2021,GTM,Male,Malay,28,KTN,OTH,SENTOSA,H-DASHR152,8370,840,36,2000,1900,0,272,7530,0,,7,0.8996,cancelled
4410,25/08/2021,GTM,Male,Indian,23,PNG,MNC,R.PANJANG,Y-115Z(UE15),7630,770,48,1246.15,1098,0,201,6860,0,,0,0.8991,cancelled
4411,11/08/2021,GTM,Male,Chinese,19,KUL,SRC,SUBANG,H-DASHR152,8370,860,48,1450,1200,0,220,7510,0.1825,980.96,0,0.8973,stockout
4413,11/08/2021,GTM,Male,Malay,34,SBH,SRC,MERU,H-RS150R TRICO,11090,2400,36,3150,3000,0,314,8690,0,,4,0.7836,rejected
4414,11/08/2021,GTM,Male,Malay,20,KDH,SRC,MERU,H-RS150R TRICO,11090,1500,48,1650,1264,0,280,9590,0.2213,984.29,5,0.8647,reverted
4415,11/08/2021,GTM,Male,Malay,32,JHR,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,2810.43,1023.03,0,292,9980,0,,3,0.8999,rejected
4416,11/08/2021,GTM,Male,Malay,35,KTN,SRC,SRI KBGAN,H-DASHR152,8370,840,48,1500,1400,251,220,7530,0.3362,929.38,7,0.8996,stockout
4417,12/08/2021,GTM,Female,Indian,21,KUL,SRC,PUCHONG,Y-135LC AC,9690,970,48,1630,1629,0,255,8720,0,,0,0.8999,rejected
4418,12/08/2021,GTM,Female,Indian,18,SGR,EDU,KAPAR,Y-Y15ZR,11710,1690,48,1999,1729,0,293,10020,0.169,1436.75,0,0.8557,rejected
4419,12/08/2021,GTM,Female,Indian,20,KUL,EDU,KAPAR,Y-Y15ZR,11710,1690,48,1857.69,1613.89,0,293,10020,0,,0,0.8557,rejected
4420,12/08/2021,GTM,Female,Malay,20,SBH,EDU,KAPAR,Y-EGOSO,7320,730,36,2687.98,2543.43,0,238,6590,0,,2,0.9003,rejected
4421,13/08/2021,GTM,Male,Malay,32,KTN,MNC,SA,Y-NVXABS,14420,2400,48,1500,1330,0,351,12020,0.2636,979.42,0,0.8336,approved
4422,13/08/2021,GTM,Male,Malay,18,KUL,SRC,SA,H-RS150R TRICO,11090,1110,48,2000,1500,0,292,9980,0.1941,1208.92,0,0.8999,approved
4423,22/08/2021,GTM,Male,Malay,26,SGR,MNC,SA,Y-Y15ZR,11710,1690,48,1620,1400,0,293,10020,0.2088,1107.75,5,0.8557,approved
4424,12/08/2021,GTM,Male,Malay,19,KUL,SRC,RAWANG,H-RS150R TRICO,11090,1110,48,1500,1350,0,292,9980,0.2156,1058.92,0,0.8999,approved
4426,12/08/2021,GTM,Male,Malay,24,KTN,MNC,PANGLIMA,Y-Y15ZR,11710,1690,24,1615,1450.15,0,501,10020,0,,4,0.8557,rejected
4427,12/08/2021,GTM,Female,Malay,23,SGR,TRD,S.BULOH,H-DASHR152,8370,860,48,1200,1100,0,220,7510,0.1991,880.96,0,0.8973,reverted
4428,12/08/2021,GTM,Male,Indian,58,PRK,OTH,S.UTAMA,H-DASHR152,8370,840,48,1800,1189,0,220,7530,0,,0,0.8996,rejected
4429,12/08/2021,GTM,Male,Malay,19,TRG,OTH,S.UTAMA,Y-Y15ZR,11710,1690,36,1800,1600,0,362,10020,0.2261,1238.17,5,0.8557,approved
4430,18/08/2021,GTM,Male,Malay,22,SGR,MNC,S.UTAMA,Y-135LC AC,9290,930,24,2200,1986,0,418,8360,0.2105,1568,0,0.8999,approved
4431,12/08/2021,GTM,Male,Indian,30,PNG,SRC,S.BULOH,Y-Y15ZR,11710,1710,48,1800,1500,0,292,10000,0.1944,1208.33,0,0.854,rejected
4432,14/08/2021,GTM,Female,Malay,19,SGR,SRC,MERU,Y-115Z(UE15),7630,770,48,1300,1133,0,201,6860,0.1766,932.92,0,0.8991,approved
4433,12/08/2021,GTM,Female,Malay,40,SGR,F&B,ONLINE SALES,H-DASHRREPSOL,8570,1400,36,10000,9999,0,259,7170,0,,4,0.8366,rejected
4434,12/08/2021,GTM,Male,Malay,27,KUL,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,2450,2100,2532,292,9980,1.3443,-723.08,5,0.8999,rejected
4435,15/08/2021,GTM,Male,Malay,31,SGR,MNC,SS,H-RS150R TRICO,11090,1110,36,2271,2071,743,361,9980,0.5328,967.61,7,0.8999,stockout
4436,13/08/2021,GTM,Male,Indian,42,SGR,SRC,K.SELANGOR,H-DASHR152,8370,840,24,2718,1380,0,377,7530,0,,7,0.8996,cancelled
4438,13/08/2021,GTM,Male,Malay,21,NSN,TRD,SENTUL,Y-135LC AC,9290,930,48,1250,1127.25,0,244,8360,0,,2,0.8999,rejected
4439,13/08/2021,GTM,Male,Indian,19,SGR,EDU,KAPAR,H-RS150R TRICO,11090,1110,48,1200,900,0,292,9980,0.3234,608.92,0,0.8999,rejected
4440,13/08/2021,GTM,Male,Malay,26,KUL,GIG,PANGLIMA,H-WAVEAL,6280,2629,24,4000,3500,0,183,3651,0,,6,0.5814,reverted
4441,13/08/2021,GTM,Female,Malay,19,PJY,ECOM,SUBANG,H-WAVER125I,8620,880,48,1800,1600,0,226,7740,0.1411,1374.25,0,0.8979,stockout
4442,14/08/2021,GTM,Male,Malay,28,KTN,SRC,SENTOSA,H-DASHR152,8370,860,36,1600,1500,0,272,7510,0,,7,0.8973,rejected
4443,14/08/2021,GTM,Male,Indian,52,MLK,SRC,SENTOSA,Y-Y15ZR,11710,1690,48,2316,1911,0,293,10020,0.1529,1618.75,0,0.8557,rejected
4444,14/08/2021,GTM,Male,Malay,20,LBN,MNC,MERU,H-EX5NBC,6770,680,48,2000,1800,0,178,6090,0.0987,1622.38,0,0.8996,approved
4445,14/08/2021,GTM,Male,Malay,24,SGR,GIG,SENTUL,H-WAVER125I,8620,860,36,1300,1208.85,0,281,7760,0,,0,0.9002,reverted
4446,15/08/2021,GTM,Male,Malay,27,KTN,IT,SUBANG,H-DASHR152,8370,840,36,3660,3239,1168,272,7530,0.4446,1799.08,5,0.8996,archived
4447,15/08/2021,GTM,Male,Malay,20,PRK,BUID,SUBANG,H-DASHRREPSOL,8570,860,48,1600,1400,0,225,7710,0.1606,1175.13,0,0.8996,rejected
4448,15/08/2021,GTM,Male,Malay,23,JHR,OTH,R.PANJANG,H-VARIO150,9770,980,48,2000,1813.61,0,257,8790,0,,5,0.8997,cancelled
4449,15/08/2021,GTM,Female,Malay,19,SGR,HLTH,R.PANJANG,Y-115Z(UE15),7630,770,36,1246.4,1107.28,0,248,6860,0,,0,0.8991,reverted
4450,25/08/2021,GTM,Male,Malay,23,SGR,TRD,PUCHONG,H-WAVER125IM,8620,860,48,1460,1360,0,227,7760,0.1664,1133.67,0,0.9002,approved
4451,17/08/2021,GTM,Female,Malay,22,PHG,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,1680,1434.88,0,292,9980,0,,5,0.8999,approved
4452,15/08/2021,GTM,Male,Malay,40,SGR,SRC,K.LAMA,H-EX5NBC,6770,700,36,1700,1553,0,220,6070,0.1411,1333.81,0,0.8966,reverted
4453,15/08/2021,GTM,Male,Malay,20,SBH,GOODS,K.SELANGOR,Y-Y15ZR,11710,1690,36,1934,1761,0,362,10020,0.2055,1399.17,0,0.8557,rejected
4454,16/08/2021,GTM,Male,Malay,22,KTN,MNC,SS,H-DASHR152,8370,860,48,2143.71,1956.86,0,220,7510,0.1119,1737.82,0,0.8973,reverted
4455,15/08/2021,GTM,Male,Malay,54,KTN,MNC,PANGLIMA,H-WAVEAL,6280,2629,36,5000,4500,0,132,3651,0,,4,0.5814,rejected
4456,16/08/2021,GTM,Female,Malay,24,SGR,GOODS,ONLINE SALES,Y-135LC AC,9290,950,36,3521,2817,506,302,8340,0.2865,2009.83,8,0.8977,stockout
4457,17/08/2021,GTM,Female,Malay,22,PRK,F&B,SENTUL,H-WAVER125I,8620,860,48,1338,1157,0,227,7760,0.1956,930.67,0,0.9002,archived
4458,16/08/2021,GTM,Female,Malay,22,SGR,SRC,R.PANJANG,H-WAVER125I,8620,860,24,3703.92,3411.17,0,388,7760,0,,0,0.9002,reverted
4459,16/08/2021,GTM,Male,Others,21,SBH,TRD,SENTUL,H-DASHRREPSOL,8570,860,48,1422,1316,0,225,7710,0.1709,1091.13,0,0.8996,reverted
4460,16/08/2021,GTM,Female,Malay,39,SGR,MNC,ONLINE SALES,H-DASHR152,8370,1790,36,1405,1261.85,0,238,6580,0,,6,0.7861,rejected
4461,16/08/2021,GTM,Female,Indian,29,SGR,SRC,SENTOSA,H-DASHRREPSOL,8570,860,24,1200,1100,0,386,7710,0,,4,0.8996,rejected
4462,16/08/2021,GTM,Male,Malay,19,PRK,SRC,SENTUL,H-DASHRREPSOL,8570,860,48,2080.56,1564.5,0,225,7710,0,,5,0.8996,cancelled
4463,16/08/2021,GTM,Female,Malay,25,SGR,F&B,SENTOSA,Y-135LC AC,9290,930,36,1838,1353,0,302,8360,0.2231,1051.11,0,0.8999,approved
4464,16/08/2021,GTM,Male,Indian,25,PRK,MNC,SENTOSA,Y-Y15ZR,11710,1690,48,1500,978,0,293,10020,0.2988,685.75,0,0.8557,approved
4465,16/08/2021,GTM,Male,Indian,26,SGR,EDU,KAPAR,Y-Y15ZR,11710,1690,36,1876,1726,0,362,10020,0.2096,1364.17,0,0.8557,reverted
4466,17/08/2021,GTM,Male,Malay,27,PRK,SRC,K.SELANGOR,Y-115Z(UE15),7630,770,48,1618,1518,0,201,6860,0,,2,0.8991,rejected
4467,16/08/2021,GTM,Male,Indian,21,KUL,OTH,ONLINE SALES,H-DASHR152,8370,860,48,1406,1405,0,220,7510,0,,2,0.8973,cancelled
