id,Date,Dealer,Gender,Race,Age,State,Segment,branch,model,SalePrice,Deposit,Tenure,GrossIncome,NetIncome,Commitment,Instalment,FinancingAmount,DSR,DI,iScore,MOF,Status
4468,21/08/2021,GTM,Male,Malay,55,PRK,HTL,S.UTAMA,Y-Y16ZR,13620,2000,36,6582,3739,1973,420,11620,0.6399,1346.39,8,0.8532,stockout
4469,16/08/2021,GTM,Male,Indian,23,PRK,MNC,SENTOSA,Y-135LC AC,9290,930,36,2350,1976.34,0,302,8360,0.1528,1674.45,5,0.8999,reverted
4470,16/08/2021,GTM,Female,Indian,29,SGR,SRC,SENTOSA,Y-115Z(UE15),7630,770,36,1200,603.2,0,248,6860,0.4107,355.48,4,0.8991,cancelled
4471,16/08/2021,GTM,Female,Indian,46,KDH,MNC,SENTOSA,H-DASHR152,8370,840,48,1426.29,1221.74,0,220,7530,0,,2,0.8996,rejected
4472,16/08/2021,GTM,Male,Indian,32,PNG,SRC,RAWANG,H-RS150R TRICO,11090,1110,48,3529.14,2716.29,0,292,9980,0,,4,0.8999,rejected
4473,16/08/2021,GTM,Male,Malay,25,SGR,SRC,RAWANG,Y-Y15ZR,11710,1690,48,4000,2000,0,293,10020,0,,5,0.8557,rejected
4474,17/08/2021,GTM,Male,Malay,37,KTN,SRC,S.BULOH,H-RS150R TRICO,11090,1110,48,4986,2333,0,292,9980,0,,4,0.8999,rejected
4475,17/08/2021,GTM,Female,Malay,25,SWK,MNC,PANGLIMA,H-DASHR152,8370,840,48,1338,1046,0,220,7530,0.21,826.38,0,0.8996,reverted
4476,17/08/2021,GTM,Male,Malay,37,SBH,SRC,SRI KBGAN,Y-135LC AC,9290,930,48,1200,1685,0,244,8360,0.1447,1441.17,0,0.8999,rejected
4477,17/08/2021,GTM,Male,Malay,20,PRK,SRC,SENTUL,Y-135LC AC,9290,930,48,1500,1307.95,0,244,8360,0,,5,0.8999,reverted
4478,22/08/2021,GTM,Male,Malay,22,SBH,SRC,SS,H-DASHS125,8050,810,48,2020,1303,0,212,7240,0,,0,0.8994,archived
4479,17/08/2021,GTM,Male,Malay,25,KUL,ECOM,SENTUL,Y-135LC AC,9290,930,36,1500,1314.52,0,302,8360,0,,4,0.8999,rejected
4480,17/08/2021,GTM,Female,Malay,34,KUL,MNC,T.PULAI,Y-135LC AC,9290,1000,48,1400,1332,1068,242,8290,0.9833,22.21,7,0.8924,rejected
4481,17/08/2021,GTM,Male,Malay,31,PRK,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,3120,2496,146,292,9980,0.1751,2058.92,6,0.8999,approved
4482,17/08/2021,GTM,Male,Malay,31,SGR,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,4199.06,4140.77,0,292,9980,0,,4,0.8999,rejected
4483,17/08/2021,GTM,Male,Malay,49,JHR,SRC,SA,H-DASHR152,8370,1200,36,3000,2704,201,259,7170,0.1701,2244.08,8,0.8566,stockout
4484,17/08/2021,GTM,Male,Malay,22,SGR,MNC,S.UTAMA,Y-Y15ZR,11710,3190,36,1700,1547,0,308,8520,0,,0,0.7276,reverted
4485,17/08/2021,GTM,Female,Malay,21,JHR,F&B,SENTUL,H-DASHRREPSOL,8570,860,48,1869,1425,0,225,7710,0.1578,1200.13,0,0.8996,rejected
4486,17/08/2021,GTM,Male,Indian,58,PRK,SRC,S.UTAMA,H-DASHR152,8370,840,48,1800,1189,0,220,7530,0,,0,0.8996,rejected
4487,17/08/2021,GTM,Female,Malay,29,KUL,MNC,S.UTAMA,Y-NVXV2,12420,1900,48,1187.5,1187,0,307,10520,0,,0,0.847,cancelled
4488,17/08/2021,GTM,Male,Malay,28,SBH,OTH,ONLINE SALES,H-DASHRREPSOL,8570,880,48,1557,1547,0,225,7690,0,,0,0.8973,reverted
4489,17/08/2021,GTM,Male,Malay,26,JHR,MNC,SA,H-BEAT(ACH110),7520,750,48,3707,3422,405,198,6770,0.1761,2819.54,6,0.9003,archived
4490,27/08/2021,GTM,Female,Malay,18,PJY,OTH,ONLINE SALES,Y-Y15ZR,11710,1690,48,1600,1400,0,293,10020,0.2088,1107.75,5,0.8557,rejected
4491,17/08/2021,GTM,Male,Malay,36,PRK,SRC,S.UTAMA,Y-Y15ZR,11710,1690,48,5414,2946,1001,293,10020,0.439,1652.75,7,0.8557,approved
4492,17/08/2021,GTM,Female,Malay,18,JHR,OTH,K.LAMA,H-EX5NBC,6770,680,36,1700,1553,0,220,6090,0,,0,0.8996,cancelled
4493,17/08/2021,GTM,Male,Chinese,30,SBH,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,3751.32,2940.46,0,292,9980,0,,4,0.8999,rejected
4494,17/08/2021,GTM,Male,Malay,20,PRK,SRC,K.LAMA,H-DASHRREPSOL,8570,1800,24,1281,1254,248,339,6770,0.4677,667.5,6,0.79,stockout
4495,17/08/2021,GTM,Male,Malay,20,PRK,MNC,SA,Y-135LC SE,9740,1160,48,1478,1362,0,251,8580,0.1837,1111.75,0,0.8809,stockout
4496,17/08/2021,GTM,Female,Malay,18,JHR,SRC,K.LAMA,H-EX5NBC,6770,700,36,1700,1533,0,220,6070,0.143,1313.81,0,0.8966,reverted
4498,17/08/2021,GTM,Male,Malay,38,PHG,SRC,MERU,H-ADV150A,14320,1430,48,2000,1800,0,376,12890,0,,4,0.9001,rejected
4499,17/08/2021,GTM,Male,Malay,22,KUL,SRC,MERU,Y-135LC AC,9290,1330,36,1850,1669,0,288,7960,0.1722,1381.56,5,0.8568,approved
4500,17/08/2021,GTM,Male,Others,27,SBH,MNC,MERU,H-WAVEAL,6280,630,24,1750,1700,0,283,5650,0,,0,0.8997,reverted
4501,18/08/2021,GTM,Male,Malay,18,SGR,SRC,MERU,Y-115Z(UE15),7630,770,36,2000,1500,0,248,6860,0.1651,1252.28,5,0.8991,rejected
4502,17/08/2021,GTM,Male,Malay,18,JHR,SRC,MERU,Y-115Z(UE15),7630,770,36,2035,1873,0,248,6860,0.1323,1625.28,0,0.8991,rejected
4503,17/08/2021,GTM,Male,Indian,24,KUL,F&B,MERU,H-RS150RR,12090,1210,48,1615.39,1493.84,0,318,10880,0,,5,0.8999,reverted
4504,18/08/2021,GTM,Male,Indian,31,KDH,SRC,K.LAMA,H-DASHRREPSOL,8570,860,48,1200,1199,0,225,7710,0,,2,0.8996,rejected
4506,23/08/2021,GTM,Male,Malay,24,SGR,F&B,S.UTAMA,Y-115Z(UE15),7630,770,36,1200,1100,0,248,6860,0,,2,0.8991,rejected
4507,23/08/2021,GTM,Male,Malay,42,SGR,SRC,MERU,Y-135LC AC,9290,930,48,1800,1301,0,244,8360,0.1874,1057.17,4,0.8999,approved
4508,18/08/2021,GTM,Male,Malay,48,JHR,SRC,MERU,H-ADV150A,15420,4500,36,10000,7914,28,395,10920,0.0534,7491.67,7,0.7082,approved
4509,18/08/2021,GTM,Male,Malay,22,PRK,MNC,MERU,Y-115Z(UE15),7630,790,36,5000,4000,0,247,6840,0,,0,0.8965,reverted
4510,18/08/2021,GTM,Male,Indian,27,SGR,MNC,MERU,H-DASHRREPSOL,8570,880,36,2000,1650,0,278,7690,0,,3,0.8973,rejected
4511,18/08/2021,GTM,Female,Malay,24,SGR,TRD,MERU,Y-115Z(UE15),7630,770,48,1577,1060,0,201,6860,0.1888,859.92,5,0.8991,approved
4512,18/08/2021,GTM,Female,Malay,50,KTN,HLTH,PANGLIMA,H-WAVEAL,6280,2629,36,7151,5709,3426,132,3651,0.6232,2151.16,6,0.5814,stockout
4514,18/08/2021,GTM,Female,Indian,29,SGR,SRC,SENTOSA,Y-115Z(UE15),7630,770,36,1200,1100,0,248,6860,0,,4,0.8991,cancelled
4515,25/08/2021,GTM,Male,Malay,34,PRK,EDU,PANGLIMA,Y-EGOSO,7320,2330,24,3022,4069,0,250,4990,0.0613,3819.5,5,0.6817,stockout
4516,18/08/2021,GTM,Male,Malay,29,MLK,F&B,R.PANJANG,H-DASHR152,8370,840,48,2200,2000,0,220,7530,0,,0,0.8996,rejected
4517,18/08/2021,GTM,Male,Malay,22,SWK,EDU,SUBANG,H-RS150R TRICO,11090,2810,36,1355,1222,200,299,8280,0.4083,723,7,0.7466,approved
4518,18/08/2021,GTM,Male,Malay,24,SGR,MNC,MERU,H-RS150RR,12090,1210,36,2112.31,1903.26,0,393,10880,0,,7,0.8999,rejected
4519,18/08/2021,GTM,Male,Malay,44,PRK,SRC,SUBANG,H-RS150R TRICO,11090,1110,36,2150,2120,0,361,9980,0,,4,0.8999,rejected
4520,19/08/2021,GTM,Female,Indian,54,SGR,MNC,PANGLIMA,H-WAVEAL,6280,630,48,1299,1043,0,165,5650,0.158,878.21,7,0.8997,rejected
4521,18/08/2021,GTM,Male,Malay,34,PNG,SRC,RAWANG,H-DASHRREPSOL,8570,860,48,1194,1051,0,225,7710,0,,4,0.8996,rejected
4522,18/08/2021,GTM,Male,Malay,54,SGR,SRC,SS,Y-135LC AC,9290,930,36,2700,2384,248,302,8360,0.2307,1834.11,9,0.8999,stockout
4523,18/08/2021,GTM,Male,Malay,24,SGR,OTH,ONLINE SALES,H-DASHR152,8370,860,36,2600,2500,0,272,7510,0.1085,2228.81,5,0.8973,stockout
4524,18/08/2021,GTM,Female,Indian,25,KUL,SALE,PUCHONG,H-DASHRREPSOL,8570,860,36,2915,2573.35,0,279,7710,0,,3,0.8996,rejected
4525,18/08/2021,GTM,Male,Malay,47,PRK,SRC,SRI KBGAN,Y-135LC AC,9290,930,48,3800,3030.11,0,244,8360,0,,4,0.8999,rejected
4526,18/08/2021,GTM,Male,Indian,44,KUL,SRC,RAWANG,H-DASHR152,8370,840,36,1750,1543,839,272,7530,0.72,432.08,9,0.8996,stockout
4527,18/08/2021,GTM,Male,Malay,20,SGR,MNC,PANGLIMA,H-DASHR152,8370,1090,36,1234,1145,0,263,7280,0.2296,882.11,0,0.8698,approved
4528,18/08/2021,GTM,Male,Malay,28,KTN,SRC,SRI KBGAN,Y-135LC AC,9290,2000,24,1496,1353,0,365,7290,0.2694,988.5,0,0.7847,rejected
4529,19/08/2021,GTM,Female,Malay,28,KUL,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,2300,2031,1034,292,9980,0.6524,705.92,6,0.8999,approved
4530,19/08/2021,GTM,Male,Malay,21,KUL,TRD,S.BULOH,H-RS150R TRICO,11090,1130,48,1800,1600,0,291,9960,0,,2,0.8981,rejected
4531,19/08/2021,GTM,Male,Malay,53,PRK,MNC,T.PULAI,H-DASHRREPSOL,8570,880,36,6500,5677,1576,278,7690,0.3265,3823.31,7,0.8973,cancelled
4532,19/08/2021,GTM,Female,Malay,21,SGR,MNC,PANGLIMA,H-DASHRREPSOL,8570,860,48,1400,1300,0,225,7710,0.173,1075.13,0,0.8996,rejected
4534,19/08/2021,GTM,Female,Malay,27,SGR,SRC,RAWANG,H-WAVEAL,6280,630,48,1835,1645.05,0,165,5650,0,,4,0.8997,rejected
4535,20/08/2021,GTM,Male,Malay,37,KUL,SRC,S.BULOH,Y-Y15ZR,11710,1710,48,3097,2403,0,292,10000,0.1214,2111.33,0,0.854,reverted
4536,19/08/2021,GTM,Male,Malay,27,KTN,IT,SUBANG,H-DASHR152,8370,860,36,3660,3239,1168,272,7510,0.4443,1799.81,5,0.8973,stockout
4537,19/08/2021,GTM,Male,Indian,21,SGR,SRC,RAWANG,Y-Y15ZR,12110,1690,48,2000,1800,0,304,10420,0,,0,0.8604,rejected
4538,19/08/2021,GTM,Male,Malay,31,KUL,SRC,RAWANG,H-DASHR152,8370,840,48,2922,2079,0,220,7530,0,,3,0.8996,rejected
4539,19/08/2021,GTM,Female,Malay,23,KDH,MNC,T.PULAI,H-DASHR152,8370,840,48,1675,1478,0,220,7530,0.1486,1258.38,5,0.8996,reverted
4540,20/08/2021,GTM,Female,Malay,33,JHR,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,3000,2800,944,292,9980,0.4411,1564.92,8,0.8999,approved
4541,20/08/2021,GTM,Male,Malay,47,PRK,SRC,SA,H-WAVEALDR,5920,590,48,1643.33,1385.08,0,156,5330,0,,4,0.9003,rejected
4542,20/08/2021,GTM,Female,Malay,22,PRK,F&B,SENTUL,H-WAVES125I,8050,810,48,1338,1157,0,212,7240,0.1825,945.83,0,0.8994,stockout
4543,20/08/2021,GTM,Male,Indian,34,KUL,MNC,SENTOSA,H-DASHR152,8370,840,36,1500,1250,0,272,7530,0.2175,978.08,6,0.8996,approved
4545,20/08/2021,GTM,Male,Malay,27,SBH,OTH,ONLINE SALES,H-WAVER125I,8620,860,48,1446,1196,0,227,7760,0,,1,0.9002,rejected
4546,20/08/2021,GTM,Male,Malay,51,PHG,SRC,K.LAMA,H-DASHR152,8370,840,36,3347,3055,0,272,7530,0,,5,0.8996,rejected
4547,20/08/2021,GTM,Female,Malay,40,KTN,MNC,SENTOSA,H-VARIO150R,9970,1000,36,1600,1100,226,324,8970,0.4999,550.08,7,0.8997,stockout
4548,20/08/2021,GTM,Male,Malay,18,KUL,TRVL,K.SELANGOR,Y-Y15ZR,11710,1700,48,2515.33,2329.48,0,292,10010,0,,0,0.8548,reverted
4550,20/08/2021,GTM,Male,Malay,34,NSN,MNC,SA,Y-135LC SE,9740,1160,48,3800,3289,1738,251,8580,0.6045,1300.75,6,0.8809,stockout
4551,20/08/2021,GTM,Female,Malay,27,JHR,EDU,PUCHONG,H-WAVER125IM,8620,870,48,1200,1169,0,227,7750,0.1934,942.96,0,0.8991,rejected
4552,20/08/2021,GTM,Female,Malay,50,PRK,EDU,S.BULOH,H-RS150R TRICO,11090,1130,48,8248,5150,0,291,9960,0,,1,0.8981,rejected
4553,20/08/2021,GTM,Female,Indian,28,KUL,OTH,K.LAMA,H-WAVER125I,8620,860,36,2192,1979,453,281,7760,0.3705,1245.78,8,0.9002,archived
4554,21/08/2021,GTM,Female,Indian,28,KUL,SRC,K.LAMA,H-WAVEALDR,5920,590,48,2192,1979,0,156,5330,0,,8,0.9003,cancelled
4555,21/08/2021,GTM,Female,Indian,24,SGR,MNC,SENTOSA,Y-135LC AC,9290,930,36,2952,2605.25,0,302,8360,0,,0,0.8999,cancelled
4556,21/08/2021,GTM,Female,Indian,24,SGR,EDU,KAPAR,Y-Y15ZR,11710,1690,48,2300,2006,554,293,10020,0.4219,1159.75,7,0.8557,rejected
4557,21/08/2021,GTM,Male,Malay,45,PRK,SRC,SUBANG,H-DASHRREPSOL,8570,880,36,2854,2520,0,278,7690,0,,6,0.8973,rejected
4558,21/08/2021,GTM,Female,Indian,19,SGR,EDU,KAPAR,Y-Y15ZR,11710,1690,48,1200,1011,0,293,10020,0.2891,718.75,0,0.8557,archived
4559,21/08/2021,GTM,Male,Indian,32,SGR,EDU,KAPAR,H-DASHRREPSOL,8570,860,48,1875.59,1727.64,0,225,7710,0,,4,0.8996,stockout
4560,24/08/2021,GTM,Female,Indian,49,PRK,OTH,K.LAMA,H-WAVEALDR,5920,610,48,1850,1632,690,155,5310,0.5177,787.13,6,0.897,stockout
4561,21/08/2021,GTM,Male,Indian,27,SGR,EDU,KAPAR,Y-Y15ZR,11710,1690,48,1388,1255.55,0,293,10020,0,,0,0.8557,reverted
4562,25/08/2021,GTM,Male,Malay,20,SGR,HR,K.SELANGOR,Y-Y15ZR,11710,2300,36,2000,1800,116,340,9410,0.2532,1344.19,7,0.8036,rejected
4563,25/08/2021,GTM,Male,Malay,34,SGR,OTH,SRI KBGAN,H-DASHR152,8370,840,36,3700,3326,0,272,7530,0.0818,3054.08,0,0.8996,approved
4564,21/08/2021,GTM,Male,Malay,23,KTN,MNC,S.UTAMA,Y-135LC AC,9290,950,36,2000,1966,0,302,8340,0.1532,1664.83,0,0.8977,rejected
4565,23/08/2021,GTM,Male,Malay,48,SGR,MNC,PANGLIMA,H-DASHR152,8370,1389,36,3767,2521.75,114.1,253,6981,0.1452,2155.56,7,0.8341,stockout
4566,22/08/2021,GTM,Male,Malay,31,PHG,SRC,PUCHONG,Y-NVXV2,12420,4000,36,2800,2600,0,305,8420,0.1169,2295.94,5,0.6779,approved
4567,22/08/2021,GTM,Female,Malay,19,SGR,SRC,SENTOSA,Y-135LC AC,9290,1200,36,1200,1100,0,293,8090,0,,0,0.8708,approved
4568,22/08/2021,GTM,Male,Malay,23,PHG,SRC,RAWANG,H-DASHR152,8370,840,36,1300,900,0,272,7530,0,,2,0.8996,rejected
4569,27/08/2021,GTM,Male,Malay,40,SGR,MNC,T.PULAI,H-BEAT(ACH110),7520,750,24,3000,2800,0,339,6770,0,,5,0.9003,rejected
4570,22/08/2021,GTM,Male,Malay,53,SGR,HR,SA,H-EX5NBC110MCDH,7220,720,24,1600,1400,256,325,6500,0.415,819,9,0.9003,archived
4571,22/08/2021,GTM,Female,Malay,33,KDH,HLTH,PUCHONG,H-EX5NBC,6770,680,48,1100.77,968.72,0,178,6090,0,,4,0.8996,rejected
4572,22/08/2021,GTM,Male,Indian,34,KUL,MNC,MERU,Y-Y15ZR,11710,1690,36,2638.25,2538.25,0,362,10020,0,,4,0.8557,rejected
4573,22/08/2021,GTM,Male,Malay,53,SGR,SRC,RAWANG,H-DASHR152,8370,1390,24,2000,1700,0,349,6980,0.2053,1351,0,0.8339,archived
4574,22/08/2021,GTM,Male,Malay,43,SBH,OTH,K.LAMA,H-DASHR152,8370,840,36,1300,1152,0,272,7530,0,,7,0.8996,reverted
4575,22/08/2021,GTM,Female,Malay,29,SGR,MNC,PUCHONG,H-DASHR152,8370,840,48,1250,941.25,0,220,7530,0,,5,0.8996,rejected
4576,22/08/2021,GTM,Male,Indian,23,NSN,MNC,MERU,Y-115Z(UE15),7630,770,36,2200,2100,0,248,6860,0.118,1852.28,4,0.8991,rejected
4577,22/08/2021,GTM,Male,Malay,29,PHG,SALE,SA,Y-EGOAV,7650,770,36,2000,1800,115,249,6880,0.2019,1436.56,8,0.8993,reverted
4578,23/08/2021,GTM,Male,Malay,22,SBH,OTH,T.PULAI,Y-135LC AC,9290,930,48,1937.12,1441.27,0,244,8360,0,,6,0.8999,rejected
4579,23/08/2021,GTM,Female,Indian,46,KUL,SRC,RAWANG,H-DASHR152,8370,840,48,1300,1160,0,220,7530,0.1893,940.38,7,0.8996,reverted
4581,23/08/2021,GTM,Male,Malay,18,KUL,SRC,RAWANG,H-DASHR152,8370,840,48,1400,1300,0,220,7530,0.1689,1080.38,0,0.8996,rejected
4582,23/08/2021,GTM,Female,Malay,21,SGR,HTL,SENTOSA,Y-115Z(UE15),7630,770,24,1600,1541,0,343,6860,0.2226,1198,0,0.8991,rejected
4583,23/08/2021,GTM,Male,Malay,36,KDH,MNC,SENTOSA,H-RS150R TRICO,11090,1110,48,1934.68,1363.63,0,292,9980,0,,4,0.8999,rejected
4584,23/08/2021,GTM,Male,Indian,28,SGR,SRC,SS,Y-135LC AC,9290,930,48,2223,1668,0,244,8360,0,,3,0.8999,rejected
4585,25/08/2021,GTM,Female,Malay,29,JHR,SRC,SUBANG,Y-Y15ZR,11710,1710,48,1800,1700,350,292,10000,0.3775,1058.33,8,0.854,reverted
4586,23/08/2021,GTM,Female,Indian,31,NSN,HLTH,S.UTAMA,Y-135LC AC,9290,930,48,1630,1600,0,244,8360,0,,5,0.8999,cancelled
4587,23/08/2021,GTM,Female,Malay,18,PHG,OTH,ONLINE SALES,Y-135LC AC,9290,930,48,1332.73,1194.28,0,244,8360,0.2042,950.45,0,0.8999,stockout
4588,23/08/2021,GTM,Male,Malay,26,KTN,OTH,ONLINE SALES,Y-Y15ZR,11710,1690,48,1500,1000,0,293,10020,0,,0,0.8557,reverted
4589,23/08/2021,GTM,Female,Malay,23,PRK,SRC,RAWANG,Y-EGOSO,7320,1130,24,1200,1050,0,310,6190,0.2948,740.5,5,0.8456,stockout
4590,23/08/2021,GTM,Female,Indian,31,KUL,SALE,S.UTAMA,Y-135LC AC,9290,950,48,1500,1400,0,244,8340,0,,3,0.8977,rejected
4591,23/08/2021,GTM,Male,Malay,20,SBH,SRC,PUCHONG,H-DASHRREPSOL,8570,860,48,1886,1300,0,225,7710,0.173,1075.13,5,0.8996,rejected
4592,23/08/2021,GTM,Female,Indian,28,KUL,OTH,K.LAMA,H-WAVER125IM,8620,880,36,2192,1979,453,280,7740,0.3701,1246.5,8,0.8979,stockout
4593,23/08/2021,GTM,Female,Malay,31,KUL,OTH,S.UTAMA,H-DASHRREPSOL,8570,860,48,3000,2999,0,225,7710,0,,4,0.8996,rejected
4594,23/08/2021,GTM,Male,Malay,21,SGR,F&B,R.PANJANG,H-RS150RR,12090,1210,48,2000,1300,0,318,10880,0,,2,0.8999,rejected
4595,23/08/2021,GTM,Male,Malay,39,PRK,MNC,KAPAR,H-RS150RR,12090,1210,48,2006,1578,0,318,10880,0,,4,0.8999,rejected
4596,23/08/2021,GTM,Male,Malay,27,SGR,MNC,S.UTAMA,Y-135LC AC,9290,930,36,1100,1000,0,302,8360,0,,3,0.8999,cancelled
4597,23/08/2021,GTM,Male,Malay,21,SBH,SRC,S.UTAMA,H-RS150R TRICO,11090,1130,36,1960,1946,0,360,9960,0,,3,0.8981,rejected
4598,23/08/2021,GTM,Female,Malay,19,PHG,SRC,K.LAMA,Y-135LC AC,9290,950,48,1800,1454,0,244,8340,0.1673,1210.75,0,0.8977,rejected
4599,23/08/2021,GTM,Female,Indian,21,SGR,SRC,K.LAMA,Y-Y15ZR,11710,1710,36,1918.46,1523.81,0,362,10000,0,,0,0.854,rejected
4600,23/08/2021,GTM,Female,Malay,34,NSN,SRC,PUCHONG,Y-135LC AC,9290,930,36,1860,1684,301,302,8360,0.358,1081.11,7,0.8999,stockout
4601,23/08/2021,GTM,Female,Malay,31,KUL,SRC,PUCHONG,Y-135LC AC,9290,930,48,1642,1053,0,244,8360,0.2316,809.17,0,0.8999,approved
4602,23/08/2021,GTM,Male,Malay,22,PRK,SRC,SUBANG,Y-135LC AC,9290,930,36,2000,1600,0,302,8360,0.1887,1298.11,0,0.8999,approved
4603,24/08/2021,GTM,Male,Malay,26,SGR,SRC,SUBANG,H-DASHR152,8370,840,36,1876.9,1763.15,0,272,7530,0,,3,0.8996,rejected
4604,24/08/2021,GTM,Female,Malay,24,KUL,SRC,K.LAMA,Y-115Z(UE15),7630,790,48,1874,1694,0,200,6840,0.1178,1494.5,0,0.8965,approved
4605,24/08/2021,GTM,Female,Malay,18,JHR,TRD,SENTUL,H-DASHR152,8370,840,48,1800,1600,0,220,7530,0.1373,1380.38,0,0.8996,rejected
4606,24/08/2021,TRC,Female,Malay,47,TRG,EDU,CHERAS,Y-135LC AC,9770,1000,48,8703,6177,3206,256,8770,0.5604,2715.21,8,0.8976,archived
4607,24/08/2021,GTM,Female,Malay,55,PRK,EDU,S.BULOH,Y-Y15ZR,11710,1710,24,11720,4080,3654,500,10000,1.0181,-74,7,0.854,rejected
4608,24/08/2021,GTM,Female,Indian,23,SGR,SALE,SS,H-BEAT(ACH110),7520,3000,36,1422,1277,0,164,4520,0.1278,1113.78,0,0.6011,approved
4609,24/08/2021,GTM,Female,Malay,19,SGR,MNC,PANGLIMA,Y-115Z(UE15),7630,790,36,1417.44,1239.27,0,247,6840,0,,0,0.8965,reverted
4610,24/08/2021,GTM,Female,Malay,22,PRK,MNC,ONLINE SALES,Y-EGOSO,7320,730,36,1312.5,1247.9,0,238,6590,0,,3,0.9003,rejected
4611,24/08/2021,GTM,Male,Malay,22,SBH,SRC,SS,H-DASHR152,8370,840,48,2000,1600,0,220,7530,0.1373,1380.38,0,0.8996,stockout
4613,24/08/2021,GTM,Female,Malay,18,SGR,MNC,KAPAR,H-DASHR152,8370,840,48,1384,1250,0,220,7530,0,,0,0.8996,rejected
4614,24/08/2021,GTM,Male,Malay,25,SGR,SRC,SS,Y-135LC AC,9290,930,36,2400,2000,0,302,8360,0,,4,0.8999,rejected
4615,24/08/2021,GTM,Male,Malay,27,KUL,ECOM,SENTUL,Y-Y15ZR,11710,1690,48,3000,2522.4,0,293,10020,0,,4,0.8557,rejected
4616,24/08/2021,GTM,Male,Malay,53,SGR,SRC,RAWANG,H-WAVEAL,6280,930,24,2000,1700,0,268,5350,0.1574,1432.5,0,0.8519,stockout
4617,24/08/2021,GTM,Female,Malay,19,SBH,TRD,PANGLIMA,H-DASHR152,8370,840,48,1200,1100,413,220,7530,0.5751,467.38,6,0.8996,reverted
4618,24/08/2021,GTM,Male,Malay,36,KTN,OTH,SS,Y-Y15ZR,11710,1690,36,3500,3100,468.6,362,10020,0.2679,2269.57,7,0.8557,stockout
4619,24/08/2021,GTM,Female,Indian,42,PNG,SRC,K.LAMA,H-WAVER125IM,8620,880,48,1470,1352,0,226,7740,0,,4,0.8979,rejected
4620,28/08/2021,GTM,Female,Chinese,23,KTN,OTH,ONLINE SALES,Y-135LC AC,9290,930,36,1500,1372,0,302,8360,0.22,1070.11,0,0.8999,approved
4621,24/08/2021,GTM,Male,Malay,54,JHR,SRC,RAWANG,H-WAVEAL,6280,1200,48,6497,4161,0,149,5080,0,,7,0.8089,cancelled
4622,24/08/2021,GTM,Male,Malay,20,KTN,SRC,SENTOSA,Y-Y15ZR,11710,1690,48,1863,1563,0,293,10020,0.187,1270.75,0,0.8557,reverted
4623,24/08/2021,GTM,Male,Malay,26,SBH,SRC,SRI KBGAN,H-RS150R TRICO,11090,1110,48,1750,1352.75,0,292,9980,0,,3,0.8999,rejected
4624,24/08/2021,GTM,Male,Indian,41,NSN,MNC,SUBANG,H-WAVEAL,6280,630,36,3500,3100,2348,205,5650,0.8232,547.97,5,0.8997,rejected
4625,24/08/2021,GTM,Female,Malay,30,PHG,F&B,S.BULOH,Y-Y15ZR,11710,1710,48,1300,1147,428,292,10000,0.6274,427.33,8,0.854,stockout
4626,24/08/2021,GTM,Female,Malay,21,JHR,HLTH,R.PANJANG,H-DASHRREPSOL,8570,860,36,2168,1993,0,279,7710,0.1397,1714.58,0,0.8996,rejected
4627,24/08/2021,GTM,Male,Malay,54,JHR,SRC,RAWANG,H-WAVEAL,6280,1200,48,6497,4161,1326,149,5080,0.3543,2686.83,7,0.8089,stockout
4629,24/08/2021,GTM,Male,Malay,28,SBH,OTH,ONLINE SALES,Y-Y15ZR,11710,1690,48,1980,1742,0,293,10020,0.1678,1449.75,5,0.8557,stockout
4630,24/08/2021,GTM,Male,Malay,25,PRK,MNC,SS,Y-Y15ZR,11710,1690,36,2000,1800,489,362,10020,0.4727,949.17,7,0.8557,stockout
4631,24/08/2021,GTM,Male,Malay,25,KTN,MNC,SA,Y-Y16ZR,13620,2270,48,3850,3348,518,332,11350,0.2536,2498.96,6,0.8333,stockout
4632,25/08/2021,TRC,Male,Malay,22,KUL,OTH,CHERAS,Y-YZFR15,15150,1520,48,1450,1150,0,398,13630,0.3457,752.46,0,0.8997,archived
4633,24/08/2021,GTM,Male,Malay,24,SGR,SRC,RAWANG,Y-Y15ZR,11710,1690,48,1800,1638,0,293,10020,0,,3,0.8557,rejected
4634,24/08/2021,GTM,Male,Malay,20,KDH,GIG,SS,Y-Y15ZR,11710,1690,36,2308,2050,0,362,10020,0,,0,0.8557,reverted
4635,24/08/2021,TRC,Female,Malay,47,TRG,EDU,CHERAS,Y-135LC AC,9770,1000,36,8703,6177,3206,317,8770,0.5703,2654.31,8,0.8976,stockout
4636,24/08/2021,GTM,Male,Malay,20,SGR,SRC,RAWANG,Y-YZFR15,15070,1510,48,2029.4,1805.65,0,396,13560,0.219,1410.15,0,0.8998,archived
4637,24/08/2021,GTM,Male,Malay,39,PHG,OTH,SS,Y-Y16ZR,13620,2000,36,2112,1429,601,420,11620,0.7142,408.39,7,0.8532,stockout
4638,25/08/2021,GTM,Female,Malay,27,TRG,OTH,ONLINE SALES,Y-EGOSO,7320,730,36,1712,1516,0,238,6590,0.157,1278.03,5,0.9003,approved
